Organism ID	Organism Name	Accession	Name	Parent Database	Parent Accession	Parent Name	Accession Gene
9606	Homo sapiens	SRC558012	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	UniProt	Q15011	Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein	HERPUD1
9606	Homo sapiens	SRC558180	lanosterol 14-alpha demethylase 	UniProt	Q16850	Lanosterol 14-alpha demethylase	CYP51A1
9606	Homo sapiens	SRC566321	Trafficking protein particle complex subunit 3-like protein	UniProt	Q5T215	Trafficking protein particle complex subunit 3-like protein	TRAPPC3L
9606	Homo sapiens	SRC558162	KN motif and ankyrin repeat domain-containing protein 2	UniProt	Q63ZY3	KN motif and ankyrin repeat domain-containing protein 2	KANK2
9606	Homo sapiens	SRC558188	tubulin polyglutamylase complex subunit 2	UniProt	Q68CL5	Tubulin polyglutamylase complex subunit 2	TPGS2
9606	Homo sapiens	SRC566297	SCAN domain-containing protein 3	UniProt	Q6R2W3	SCAN domain-containing protein 3	SCAND3
9606	Homo sapiens	SRC566480	Ankyrin repeat domain-containing protein 11	UniProt	Q6UB99	Ankyrin repeat domain-containing protein 11	ANKRD11
9606	Homo sapiens	SRC594101	death domain-containing protein 1	UniProt	Q6ZMT9	Death domain-containing protein 1	DTHD1
9606	Homo sapiens	SRC557962	transcription elongation factor SPT6	UniProt	Q7KZ85	Transcription elongation factor SPT6	SUPT6H
9606	Homo sapiens	SRC558182	putative ATP synthase subunit g 2, mitochondrial	UniProt	Q7Z4Y8	Putative ATP synthase subunit g 2, mitochondrial	ATP5MGL
9606	Homo sapiens	SRC594100	cullin-9	UniProt	Q8IWT3	Cullin-9	CUL9
9606	Homo sapiens	SRC557961	carboxypeptidase A6	UniProt	Q8N4T0	Carboxypeptidase A6	CPA6
9606	Homo sapiens	SRC558178	putative protein ZNF321	UniProt	Q8N8H1	Putative protein ZNF321	ZNF321P
9606	Homo sapiens	SRC558166	patatin-like phospholipase domain containing protein 2	UniProt	Q96AD5	Patatin-like phospholipase domain-containing protein 2	PNPLA2
9606	Homo sapiens	SRC566314	N-terminal kinase-like protein	UniProt	Q96KG9	N-terminal kinase-like protein	SCYL1
9606	Homo sapiens	SRC594099	melanoma inhibitory activity protein 2	UniProt	Q96PC5	Melanoma inhibitory activity protein 2	MIA2
9606	Homo sapiens	SRC558181	ubiquitin like modifier activating enzyme 6	UniProt	A0AVT1	Ubiquitin-like modifier-activating enzyme 6	UBA6
9606	Homo sapiens	SRC558164	translin associated protein X	UniProt	Q99598	Translin-associated protein X	TSNAX
9606	Homo sapiens	SRC558168	inosine triphosphate pyrophosphatase	UniProt	Q9BY32	Inosine triphosphate pyrophosphatase	ITPA
9606	Homo sapiens	SRC558165	tether containing UBX domain for GLUT4	UniProt	Q9BZE9	Tether containing UBX domain for GLUT4	ASPSCR1
9606	Homo sapiens	SRC558177	5'-3' exoribonuclease 2	UniProt	Q9H0D6	5'-3' exoribonuclease 2	XRN2
9606	Homo sapiens	SRC558007	Rac GTPase-activating protein 1	UniProt	Q9H0H5	Rac GTPase-activating protein 1	RACGAP1
9606	Homo sapiens	SRC557965	Probable ATP-dependent RNA helicase DDX47	UniProt	Q9H0S4	Probable ATP-dependent RNA helicase DDX47	DDX47
9606	Homo sapiens	SRC493073	HEAT repeat-containing protein 2	UniProt	Q9H583	HEAT repeat-containing protein 1	HEATR1
9606	Homo sapiens	SRC558170	TLR adapter interacting with SLC15A4 on the lysosome	UniProt	Q9HAI6	TLR adapter interacting with SLC15A4 on the lysosome	TASL
9606	Homo sapiens	SRC566797	Kinesin-like protein KIF13B	UniProt	Q9NQT8	Kinesin-like protein KIF13B	KIF13B
9606	Homo sapiens	SRC558172	H/ACA ribonucleoprotein complex subunit 1	UniProt	Q9NY12	H/ACA ribonucleoprotein complex subunit 1	GAR1
9606	Homo sapiens	SRC558163	lysine specific demethylase 2A	UniProt	Q9Y2K7	Lysine-specific demethylase 2A	KDM2A
9606	Homo sapiens	SRC594098	ATPase MORC2	UniProt	Q9Y6X9	ATPase MORC2	MORC2
9606	Homo sapiens	SRC258553	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2	UniProt	Q00722	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	PLCB2
9606	Homo sapiens	SRC258628	formin binding protein 1	UniProt	Q96RU3	Formin-binding protein 1	FNBP1
9606	Homo sapiens	SRC258630	formin-like protein 1	UniProt	O95466	Formin-like protein 1	FMNL1
9606	Homo sapiens	SRC322953	Histone-binding neoepitope protein RBBP7	UniProt	Q16576	Histone-binding protein RBBP7	RBBP7
9606	Homo sapiens	SRC338281	5-methylcytosine rRNA methyltransferase NSUN4	UniProt	Q96CB9	5-methylcytosine rRNA methyltransferase NSUN4	NSUN4
9606	Homo sapiens	SRC547748	Lipoprotein lipase	UniProt	P06858	Lipoprotein lipase	LPL
9606	Homo sapiens	SRC549474	Fibromodulin	UniProt	Q06828	Fibromodulin	FMOD
9606	Homo sapiens	SRC549748	cyclin dependent kinase 4 neoepitope protein	UniProt	P11802	Cyclin-dependent kinase 4	CDK4
9606	Homo sapiens	SRC549757	Cytoskeleton-associated protein 2	UniProt	Q8WWK9	Cytoskeleton-associated protein 2	CKAP2
9606	Homo sapiens	SRC550095	TATA box-binding protein-associated factor RNA polymerase I subunit B	UniProt	Q53T94	TATA box-binding protein-associated factor RNA polymerase I subunit B	TAF1B
9606	Homo sapiens	SRC557624	Bone Morphogenetic Protein Receptor Type 1B	UniProt	O00238	Bone morphogenetic protein receptor type-1B	BMPR1B
9606	Homo sapiens	SRC557966	Zinc finger RNA-binding protein	UniProt	Q96KR1	Zinc finger RNA-binding protein	ZFR
9606	Homo sapiens	SRC558011	proteasome subunit alpha type-5	UniProt	P28066	Proteasome subunit alpha type-5	PSMA5
9606	Homo sapiens	SRC559560	Alternative splicing product of amelogenin	UniProt	Q99217	Amelogenin, X isoform	AMELX
9606	Homo sapiens	SRC586141	protein signaling modulator 1	UniProt	Q86YR5	G-protein-signaling modulator 1	GPSM1
9606	Homo sapiens	SRC620026	TBC1 domain family member 9B	UniProt	Q66K14	TBC1 domain family member 9B	TBC1D9B
9606	Homo sapiens	SRC623921	RING finger protein 10	UniProt	Q8N5U6	RING finger protein 10	RNF10
9606	Homo sapiens	SRC623922	Apolipoprotein D	UniProt	P05090	Apolipoprotein D	APOD
9606	Homo sapiens	SRC626680	Alpha-2-HS-glycoprotein	UniProt	P02765	Alpha-2-HS-glycoprotein	AHSG
9606	Homo sapiens	SRC626687	lipopolysaccharide-binding protein	UniProt	P18428	Lipopolysaccharide-binding protein	LBP
9606	Homo sapiens	SRC626688	phosphatidylinositol 4-kinase alpha	UniProt	P42356	Phosphatidylinositol 4-kinase alpha	PI4KA
9606	Homo sapiens	SRC627270	selenoprotein V	UniProt	P59797	Selenoprotein V	SELENOV
9606	Homo sapiens	SRC627271	selenoprotein P	UniProt	P49908	Selenoprotein P	SELENOP
9606	Homo sapiens	SRC493080	protein farnesyltransferase subunit beta	UniProt	P49356	Protein farnesyltransferase subunit beta	FNTB
9606	Homo sapiens	SRC558167	60S ribosomal protein L17	UniProt	P18621	60S ribosomal protein L17	RPL17
9606	Homo sapiens	SRC566293	Dapper homolog 2	UniProt	Q5SW24	Dapper homolog 2	DACT2
9606	Homo sapiens	SRC566324	Transmembrane protein 69	UniProt	Q5SWH9	Transmembrane protein 69	TMEM69
9606	Homo sapiens	SRC566345	C2 domain-containing protein 5 (Fragment)	UniProt	Q86YS7	C2 domain-containing protein 5	C2CD5
9606	Homo sapiens	SRC566354	DmX-like protein 1	UniProt	Q9Y485	DmX-like protein 1	DMXL1
9606	Homo sapiens	SRC566360	Ubiquitin-60S ribosomal protein L40	UniProt	P62987	Ubiquitin-60S ribosomal protein L40	UBA52
9606	Homo sapiens	SRC566398	Deoxyribose-phosphate aldolase	UniProt	Q9Y315	Deoxyribose-phosphate aldolase	DERA
9606	Homo sapiens	SRC566408	Chymotrypsin-like elastase family member 1	UniProt	Q9UNI1	Chymotrypsin-like elastase family member 1	CELA1
9606	Homo sapiens	SRC566411	Zinc finger RNA-binding protein 2	UniProt	Q9UPR6	Zinc finger RNA-binding protein 2	ZFR2
9606	Homo sapiens	SRC566413	Transcription factor 20	UniProt	Q9UGU0	Transcription factor 20	TCF20
9606	Homo sapiens	SRC566432	Fc receptor-like A	UniProt	Q7L513	Fc receptor-like A	FCRLA
9606	Homo sapiens	SRC566460	Oxysterol-binding protein-related protein 6	UniProt	Q9BZF3	Oxysterol-binding protein-related protein 6	OSBPL6
9606	Homo sapiens	SRC566505	Cytospin-B	UniProt	Q5M775	Cytospin-B	SPECC1
9606	Homo sapiens	SRC566519	Deleted in azoospermia-like	UniProt	Q92904	Deleted in azoospermia-like	DAZL
9606	Homo sapiens	SRC566784	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	UniProt	Q5BKT4	Dol-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-Dol alpha-1,2-glucosyltransferase	ALG10
9606	Homo sapiens	SRC566787	Transcription elongation factor A protein 3	UniProt	O75764	Transcription elongation factor A protein 3	TCEA3
9606	Homo sapiens	SRC566803	SEC14 domain and spectrin repeat-containing protein 2	UniProt	Q86VW0	SEC14 domain and spectrin repeat-containing protein 1	SESTD1
2560319	Avian orthoavulavirus 1 (Avian Paramyxovirus Serotype I)	SRC280065	Hemagglutinin-neuraminidase	UniProt	Q91UL0	Hemagglutinin-neuraminidase	HN
376619	Francisella tularensis subsp. holarctica LVS (Francisella tularensis subsp. holarctica str. LVS)	SRC565600	Serine-tRNA ligase	UniProt	Q5NFB0	Serine--tRNA ligase	serS
7137	Galleria mellonella (greater wax moth)	SRC446437	arylphorin	UniProt	Q24995	Arylphorin	LOC113516268
210	Helicobacter pylori	SRC604709	Co-chaperone GroES	UniProt	P0A0R3	Co-chaperonin GroES	groES
10359	Human herpesvirus 5 (Human cytomegalovirus)	SRC626742	major capsid protein	UniProt	F5HGT1	Major capsid protein	MCP
334203	Mupapillomavirus 1 (Human papillomavirus - 1)	SRC626873	major capsid protein L1	UniProt	P03099	Major capsid protein L1	L1
10090	Mus musculus (mouse)	SRC585811	Cell adhesion molecule-related/down-regulated by oncogenes	UniProt	Q32MD9	Cell adhesion molecule-related/down-regulated by oncogenes	Cdon
10090	Mus musculus (mouse)	SRC620014	Mitochondrial carrier homolog 1	UniProt	Q791T5	Mitochondrial carrier homolog 1	Mtch1
10090	Mus musculus (mouse)	SRC40037	Myelin basic protein (MBP) 	UniProt	P04370	Myelin basic protein	Mbp
10090	Mus musculus (mouse)	SRC410584	solute carrier family 2, facilitated glucose transporter member 7	UniProt	P0C6A1	Solute carrier family 2, facilitated glucose transporter member 7	Slc2a7
10090	Mus musculus (mouse)	SRC543288	retrotransposon-like protein 1	UniProt	Q7M732	Retrotransposon-like protein 1	Rtl1
10090	Mus musculus (mouse)	SRC543290	transport and Golgi organization protein 1 homolog	UniProt	Q8BI84	Transport and Golgi organization protein 1 homolog	Mia3
10090	Mus musculus (mouse)	SRC543291	F-box/LRR-repeat protein 19	UniProt	Q6PB97	F-box/LRR-repeat protein 19	Fbxl19
10090	Mus musculus (mouse)	SRC543294	alpha-mannosidase 2C1	UniProt	Q91W89	Alpha-mannosidase 2C1	Man2c1
10090	Mus musculus (mouse)	SRC543295	insulin-like growth factor 1 receptor	UniProt	Q60751	Insulin-like growth factor 1 receptor	Igf1r
10090	Mus musculus (mouse)	SRC543299	nardilysin	UniProt	Q8BHG1	Nardilysin	Nrdc
10090	Mus musculus (mouse)	SRC543302	uncoupling protein 2 (mitochondrial, proton carrier)	UniProt	P70406	Mitochondrial uncoupling protein 2	Ucp2
10090	Mus musculus (mouse)	SRC543307	succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	UniProt	Q9Z2I9	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	Sucla2
10090	Mus musculus (mouse)	SRC543308	cyclin-F	UniProt	P51944	Cyclin-F	Ccnf
10090	Mus musculus (mouse)	SRC543315	probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2	UniProt	Q3UX83	Probable inactive 1-aminocyclopropane-1-carboxylate synthase-like protein 2	Accsl
10090	Mus musculus (mouse)	SRC543317	fibroblast growth factor 1	UniProt	P61148	Fibroblast growth factor 1	Fgf1
10090	Mus musculus (mouse)	SRC543318	axonemal dynein light chain domain-containing protein 1	UniProt	Q3UZ57	Axonemal dynein light chain domain-containing protein 1	Axdnd1
10090	Mus musculus (mouse)	SRC543319	anoctamin-2	UniProt	Q8CFW1	Anoctamin-2	Ano2
10090	Mus musculus (mouse)	SRC543320	usherin	UniProt	Q2QI47	Usherin	Ush2A
10090	Mus musculus (mouse)	SRC543321	histone-lysine N-methyltransferase NSD2	UniProt	Q8BVE8	Histone-lysine N-methyltransferase NSD2	Nsd2
10090	Mus musculus (mouse)	SRC543322	NFX1-type zinc finger-containing protein 1	UniProt	Q8R151	NFX1-type zinc finger-containing protein 1	Znfx1
10090	Mus musculus (mouse)	SRC543328	protein dopey-1	UniProt	Q8BL99	Protein dopey-1	Dop1a
10090	Mus musculus (mouse)	SRC543335	divergent protein kinase domain 2B	UniProt	Q8C3I9	Divergent protein kinase domain 2B	Dipk2b
10090	Mus musculus (mouse)	SRC543337	centrosomal protein of 290 kDa	UniProt	Q6A078	Centrosomal protein of 290 kDa	Cep290
10090	Mus musculus (mouse)	SRC544012	thyroid hormone receptor alpha	UniProt	P63058	Thyroid hormone receptor alpha	Thra
10090	Mus musculus (mouse)	SRC544013	SPRY domain-containing SOCS box protein 3	UniProt	Q571F5	SPRY domain-containing SOCS box protein 3	Spsb3
10090	Mus musculus (mouse)	SRC544014	zinc transporter 8	UniProt	Q8BGG0	Zinc transporter 8	Slc30a8
10090	Mus musculus (mouse)	SRC544019	a disintegrin and metallopeptidase domain 7	UniProt	Q68SA9	A disintegrin and metalloproteinase with thrombospondin motifs 7	Adamts7
10090	Mus musculus (mouse)	SRC544020	PR domain zinc finger protein 13	UniProt	E9PZZ1	PR domain zinc finger protein 13	Prdm13
10090	Mus musculus (mouse)	SRC544023	Rho guanine nucleotide exchange factor (GEF) 19	UniProt	Q8BWA8	Rho guanine nucleotide exchange factor 19	Arhgef19
10090	Mus musculus (mouse)	SRC544025	peroxidasin homolog	UniProt	Q3UQ28	Peroxidasin homolog	Pxdn
10090	Mus musculus (mouse)	SRC544027	importin subunit alpha-1	UniProt	P52293	Importin subunit alpha-1	Kpna2
10090	Mus musculus (mouse)	SRC544028	toll-like receptor 8	UniProt	P58682	Toll-like receptor 8	Tlr8
10090	Mus musculus (mouse)	SRC544030	sodium/hydrogen exchanger 9B2	UniProt	Q5BKR2	Sodium/hydrogen exchanger 9B2	Slc9b2
10090	Mus musculus (mouse)	SRC544031	beta-galactosidase-1-like protein	UniProt	Q8VC60	Beta-galactosidase-1-like protein	Glb1l
10090	Mus musculus (mouse)	SRC544035	cyclin-J	UniProt	Q3TZI6	Cyclin-J	Ccnj
10090	Mus musculus (mouse)	SRC544040	flap endonuclease GEN homolog 1	UniProt	Q8BMI4	Flap endonuclease GEN homolog 1	Gen1
10090	Mus musculus (mouse)	SRC544044	MAM domain-containing glycosylphosphatidylinositol anchor protein 2	UniProt	P60755	MAM domain-containing glycosylphosphatidylinositol anchor protein 2	Mdga2
10090	Mus musculus (mouse)	SRC559537	calcium-binding and coiled-coil domain-containing protein 1	UniProt	Q8CGU1	Calcium-binding and coiled-coil domain-containing protein 1	Calcoco1
10090	Mus musculus (mouse)	SRC623875	RNA-binding motif, single-stranded-interacting protein 1	UniProt	Q91W59	RNA-binding motif, single-stranded-interacting protein 1	Rbms1
10090	Mus musculus (mouse)	SRC626769	40S ribosomal protein S19	UniProt	Q9CZX8	40S ribosomal protein S19	Rps19
1773	Mycobacterium tuberculosis	SRC626989	30S ribosomal protein S10	UniProt	P9WH67	30S ribosomal protein S10	rpsJ
1772	Mycolicibacterium smegmatis	SRC626977	50S ribosomal protein L1	UniProt	A0QS46	50S ribosomal protein L1	rplA
1772	Mycolicibacterium smegmatis	SRC626978	50S ribosomal protein L15	UniProt	A0QSG8	50S ribosomal protein L15	rplO
1772	Mycolicibacterium smegmatis	SRC626979	50S ribosomal protein L23	UniProt	A0QSD3	50S ribosomal protein L23	rplW
1772	Mycolicibacterium smegmatis	SRC626981	50S ribosomal protein L32	UniProt	A0R3I9	50S ribosomal protein L32	rpmF
1772	Mycolicibacterium smegmatis	SRC626982	50S ribosomal protein L11	UniProt	A0QS45	50S ribosomal protein L11	rplK
1772	Mycolicibacterium smegmatis	SRC626983	50S ribosomal protein L16	UniProt	A0QSD8	50S ribosomal protein L16	rplP
85552	Scylla paramamosain (green mud crab)	SRC594439	Sarcoplasmic calcium-binding protein	UniProt	I2DDG2	Sarcoplasmic calcium-binding protein	
1280	Staphylococcus aureus	SRC626855	6-phospho-beta-glucosidase	UniProt	Q2G2D5	6-phospho-beta-galactosidase	lacG
10090	Mus musculus (mouse)	SRC562679	Metalloreductase STEAP1	UniProt	Q9CWR7	Metalloreductase STEAP1	Steap1
11520	Influenza B virus (Influenza virus type B)	SRC572450	Neuraminidase	UniProt	P03474	Neuraminidase	
10090	Mus musculus (mouse)	SRC582461	Myc-associated zinc finger protein	UniProt	P56671	Myc-associated zinc finger protein	Maz
10090	Mus musculus (mouse)	SRC582462	NAC-alpha domain-containing protein 1	UniProt	Q5SWP3	NAC-alpha domain-containing protein 1	Nacad
10090	Mus musculus (mouse)	SRC582463	telomere-associated protein RIF1	UniProt	Q6PR54	Telomere-associated protein RIF1	Rif1
10090	Mus musculus (mouse)	SRC582465	sentrin-specific protease 6	UniProt	Q6P7W0	Sentrin-specific protease 6	Senp6
10090	Mus musculus (mouse)	SRC582467	xin actin-binding repeat-containing protein 1	UniProt	O70373	Xin actin-binding repeat-containing protein 1	Xirp1
9606	Homo sapiens (human)	SRC594730	D(1B) dopamine receptor	UniProt	P21918	D(1B) dopamine receptor	DRD5
3707	Brassica juncea (Indian mustard)	SRC248899	Lactoylglutathione lyase	UniProt	O04885	Lactoylglutathione lyase	GLY I
1335626	Middle East respiratory syndrome-related coronavirus	SRC642198	Replicase polyprotein 1ab	UniProt	K9N7C7	Replicase polyprotein 1ab	rep
1335626	Middle East respiratory syndrome-related coronavirus	SRC642199	Nucleoprotein	UniProt	K9N4V7	Nucleoprotein	N
1335626	Middle East respiratory syndrome-related coronavirus	SRC642200	envelope protein	UniProt	K9N5R3	Envelope small membrane protein	E
1335626	Middle East respiratory syndrome-related coronavirus	SRC642203	Spike glycoprotein	UniProt	K9N5Q8	Spike glycoprotein	S
11983	Norwalk virus	SRC276219	Capsid protein VP1	UniProt	Q83884	Capsid protein VP1	ORF2
338079	African green monkey simian foamy virus	SRC626766	env protein	UniProt	P27399	Envelope glycoprotein gp130	env
10497	African swine fever virus	SRC562685	BA71V-C315R	UniProt	Q65160	Initiation factor TFIIB homolog	Ba71V-068
197	Campylobacter jejuni	SRC607564	Flagellar basal body L-ring protein 	UniProt	Q9PPM0	Flagellar L-ring protein	flgH
310542	Chimpanzee adenovirus	SRC265180	hexon 	UniProt	G9G854	hexon protein	L3
9606	Homo sapiens (human)	SRC558013	proteasome activator 28 subunit beta	UniProt	Q9UL46	Proteasome activator complex subunit 2	PSME2
9606	Homo sapiens (human)	SRC627141	Macrophage stimulating 1 protein	UniProt	P26927	Hepatocyte growth factor-like protein	MST1
9606	Homo sapiens (human)	SRC594509	Polyglutamine binding protein variant 1 	UniProt	O60828	Polyglutamine-binding protein 1	PQBP1
9606	Homo sapiens (human)	SRC595867	cytochrome C oxidase III	UniProt	P00414	Cytochrome c oxidase subunit 3 	MT-CO3
9606	Homo sapiens (human)	SRC603499	NADH dehydrogenase subunit 5 	UniProt	P03915	NADH-ubiquinone oxidoreductase chain 5 	MT-ND5
9606	Homo sapiens (human)	SRC566808	Olfactory receptor 2B7	UniProt	P58173	Olfactory receptor 2B6	OR2B6
9606	Homo sapiens (human)	SRC558009	AP-1 complex subunit beta-1, Beta-adaptin 1	UniProt	Q10567	AP-1 complex subunit beta-1	AP1B1
9606	Homo sapiens (human)	SRC566454	Coiled-coil domain-containing protein 142 (Fragment)	UniProt	Q17RM4	Coiled-coil domain-containing protein 142 	CCDC142
9606	Homo sapiens (human)	SRC566791	zinc finger FYVE domain-containing protein 17 	UniProt	Q7Z3T8	Zinc finger FYVE domain-containing protein 16	ZFYVE16
9606	Homo sapiens (human)	SRC566412	phosphoglycerate mutase	UniProt	Q8N0Y7	Probable phosphoglycerate mutase 4 	PGAM4
9606	Homo sapiens (human)	SRC566422	Cilia- and flagella-associated protein 61 (fragment)	UniProt	Q8NHU2	Cilia- and flagella-associated protein 61 	CFAP61
9606	Homo sapiens (human)	SRC558183	Cyclin Pas1/PHO80 domain containing protein 1	UniProt	Q9BV87	Protein CNPPD1	CNPPD1
9606	Homo sapiens (human)	SRC558014	Card containing MAGUK protein 2 	UniProt	Q9BXL6	Caspase recruitment domain-containing protein 14	CARD14
9606	Homo sapiens (human)	SRC551888	RNA exonuclease 2	UniProt	Q9Y3B8	Oligoribonuclease, mitochondrial 	REXO2
9606	Homo sapiens (human)	SRC282545	ATP synthase 6 	UniProt	P00846	ATP synthase subunit a	MT-ATP6
9606	Homo sapiens (human)	SRC282546	NADH dehydrogenase 4 	UniProt	P03905	NADH-ubiquinone oxidoreductase chain 4	MT-ND4
9606	Homo sapiens (human)	SRC522013	Histone H3 	UniProt	P84243	Histone H3.3	H3-3B
9606	Homo sapiens (human)	SRC541540	serine protease 3 	UniProt	P35030	Trypsin-3	PRSS3
9606	Homo sapiens (human)	SRC541543	N-acetyllactosaminide alpha-1,3-galactosyltransferase	UniProt	Q4G0N0	Inactive N-acetyllactosaminide alpha-1,3-galactosyltransferase	GGTA1
9606	Homo sapiens (human)	SRC543296	protein kinase, cAMP-dependent, regulatory, type II 	UniProt	P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit	PRKAR2A
9606	Homo sapiens (human)	SRC549449	Cysteine rich with EGF like domains 2 	UniProt	Q6UXH1	Protein disulfide isomerase CRELD2	CRELD2
9606	Homo sapiens (human)	SRC549762	olfactory receptor family subfamily A member 14	UniProt	Q8NGT9	Olfactory receptor 2A1/2A42	OR2A42
9606	Homo sapiens (human)	SRC549763	zinc finger FYVE-type containing 19 	UniProt	Q96K21	Abscission/NoCut checkpoint regulator	ZFYVE19
9606	Homo sapiens (human)	SRC549765	TGFB-induced factor homeobox 1 	UniProt	Q15583	Homeobox protein TGIF1	TGIF1
9606	Homo sapiens (human)	SRC551375	Folate binding protein	UniProt	P15328	Folate receptor alpha 	FOLR1
9606	Homo sapiens (human)	SRC551541	C1q receptor protein	UniProt	Q9NPY3	Complement component C1q receptor	CD93
9606	Homo sapiens (human)	SRC620023	intestinal peptide-associated transporter HPT-1 	UniProt	Q12864	Cadherin-17	CDH17
9606	Homo sapiens (human)	SRC623923	inter-alpha-trypsin inhibitor family heavy chain-related protein (IHRP)	UniProt	Q14624	Inter-alpha-trypsin inhibitor heavy chain H4	ITIH4
9606	Homo sapiens (human)	SRC7000	Skeletal muscle myosin heavy chain 1 	UniProt	P12882	Myosin-1	MYH1
9606	Homo sapiens (human)	SRC250676	synaptotagmin IX 	UniProt	Q86SS6	synaptotagmin-9	SYT9
9606	Homo sapiens (human)	SRC250687	Zinc finger protein	UniProt	Q96GC6	zinc finger protein 274	ZNF274
9606	Homo sapiens (human)	SRC565612	Met proto-oncogene variant 1 	UniProt	P08581	Hepatocyte growth factor receptor	MET
9606	Homo sapiens (human)	SRC566307	dystrophin isoform Dp260-1	UniProt	P11532	dystrophin 	DMD
9606	Homo sapiens (human)	SRC566353	myomegalin isoform 5 	UniProt	Q5VU43	Myomegalin	PDE4DIP
9606	Homo sapiens (human)	SRC566442	Transcription factor AP-1	UniProt	P05412	Transcription factor Jun	JUN
9606	Homo sapiens (human)	SRC566789	A disintegrin and metalloprotease 34	UniProt	Q9BZ11	A disintegrin and metalloprotease 33	ADAM33
9606	Homo sapiens (human)	SRC566804	Transmembrane protease serine 16	UniProt	P98073	Enteropeptidase	TMPRSS15
9606	Homo sapiens (human)	SRC586144	protein phosphatase 1 catalytic subunit beta	UniProt	P62140	Serine/threonine-protein phosphatase PP1-beta catalytic subunit	PPP1CB
9606	Homo sapiens (human)	SRC588681	SOGA family member 2 	UniProt	Q9Y4B5	Microtubule cross-linking factor 1 	MTCL1
9606	Homo sapiens (human)	SRC588690	Methyltransferase-like protein 12, mitochondrial, 	UniProt	A8MUP2	Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial	CSKMT
10376	Human herpesvirus 4 (Epstein Barr virus)	SRC626743	BORF2 	UniProt	P03190	Ribonucleoside-diphosphate reductase large subunit	RIR1
10798	Human parvovirus B19 (B19 virus)	SRC279981	VP1 capsid protein 	UniProt	Q9PZT0	Minor capsid protein VP1	vp
11908	Human T-cell leukemia virus type I (Human T cell leukemia virus type 1)	SRC626770	gag protein	UniProt	P03345	gag polyprotein	gag
11908	Human T-cell leukemia virus type I (Human T cell leukemia virus type 1)	SRC240587	Rev protein 	UniProt	P0C205	Protein Rex	
10090	Mus musculus (mouse)	SRC543289	suppressor of zeste 12 homolog 	UniProt	Q80U70	Polycomb protein Suz12	Suz12
10090	Mus musculus (mouse)	SRC543304	polymerase (RNA) mitochondrial (DNA directed)	UniProt	Q6P1E7 	DNA-directed primase/polymerase protein	
10090	Mus musculus (mouse)	SRC543305	Bicc1 protein 	UniProt	Q99MQ1	Protein bicaudal C homolog 1	Bicc1
10090	Mus musculus (mouse)	SRC543306	mKIAA4060	UniProt	Q8C9W3	A disintegrin and metalloproteinase with thrombospondin motifs 2	Adamts2
10090	Mus musculus (mouse)	SRC543323	noxin	UniProt	Q6NZG4	DNA damage-induced apoptosis suppressor protein 	Ddias
10090	Mus musculus (mouse)	SRC543326	E3 ubiquitin-protein ligase pellino 	UniProt	Q8BST6	E3 ubiquitin-protein ligase pellino homolog 2	Peli2
10090	Mus musculus (mouse)	SRC543329	nonconventional myosin-Va	UniProt	Q99104	Unconventional myosin-Va	Myo5a
10090	Mus musculus (mouse)	SRC543330	PKHD1 	UniProt	E9PZ36	Fibrocystin	Pkhd1
10090	Mus musculus (mouse)	SRC543334	RIKEN cDNA 1700024G13 	UniProt	Q3KNL4	UPF0728 protein C10orf53 homolog	
10090	Mus musculus (mouse)	SRC544037	prostaglandin D synthetase	UniProt	O09114	Prostaglandin-H2 D-isomerase	Ptgds
10090	Mus musculus (mouse)	SRC544038	polyhomeotic-like 2	UniProt	Q9QWH1	Polyhomeotic-like protein 2	Phc2
10090	Mus musculus (mouse)	SRC544039	bol, boule-like protein	UniProt	Q924M5	Protein boule-like	Boll
10090	Mus musculus (mouse)	SRC549479	polynucleotide phosphorylase	UniProt	Q8K1R3	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	Pnpt1
10090	Mus musculus (mouse)	SRC582464	Sdccag1 protein	UniProt	Q8CCP0	Ribosome quality control complex subunit NEMF	Nemf
10090	Mus musculus (mouse)	SRC544009	Transcription factor TBLYM	UniProt	Q9JKD8	T-box transcription factor TBX21	Tbx21
10090	Mus musculus (mouse)	SRC544010	solute carrier family 6	UniProt	Q6PGE7	Sodium-dependent proline transporter	Slc6a7
10090	Mus musculus (mouse)	SRC544011	Gm51581 	UniProt	Q6P9L4	Ubiquitin carboxyl-terminal hydrolase 49	Usp49
10090	Mus musculus (mouse)	SRC544015	Amyloid beta A4 protein	UniProt	P12023	Amyloid-beta precursor protein	App
