Species Key	Species ID	Species Label	Active Taxa	Group	Proteome ID	Proteome Taxon	Proteome Type	Species Name	Proteome Label	Updated
351073-Mammalian-orthoreovirus	351073	Mammalian orthoreovirus	10884, 351073, 538123	virus	UP000007253	10884	Representative	Mammalian orthoreovirus	Reovirus type 1 (strain Lang)	2024-07-15
351091-Oscillibacter-valericigenes	351091	Oscillibacter valericigenes	351091	bacterium		351091	Orphans	Oscillibacter valericigenes	Oscillibacter valericigenes	2024-07-15
351745-Shewanella-sp-W3-18-1	351745	Shewanella sp. W3-18-1	351745	bacterium	UP000002597	351745	Other	Shewanella sp. W3-18-1	Shewanella sp. (strain W3-18-1)	2024-07-15
357276-Phocaeicola-dorei	357276	Phocaeicola dorei	357276	bacterium	UP000347681	357276	Other	Phocaeicola dorei	Phocaeicola dorei	2024-07-15
360549-Themiste-hennahi	360549	Themiste hennahi	360549	other-eukaryote		360549	Orphans	Themiste hennahi	Themiste hennahi	2024-07-15
363265-Leyella-stercorea	363265	Leyella stercorea	363265	bacterium	UP000004407	1002367	Other	Leyella stercorea	Leyella stercorea DSM 18206	2024-07-15
368445-Crocodilepox-virus	368445	Crocodilepox virus	368445	virus		368445	Orphans	Crocodilepox virus		2024-07-15
369960-Porcine-type-C-oncovirus	369960	Porcine type-C oncovirus	61673, 194958, 194959	virus	UP000101055	194958	Other	Porcine type-C oncovirus	Porcine endogenous retrovirus A	2024-07-15
370405-Gallionella-capsiferriformans	370405	Gallionella capsiferriformans	395494	bacterium	UP000001235	395494	Representative	Gallionella capsiferriformans	Gallionella capsiferriformans (strain ES-2)	2024-07-15
371601-Bacteroides-xylanisolvens	371601	Bacteroides xylanisolvens	371601	bacterium	UP000183766	371601	Other	Bacteroides xylanisolvens	Bacteroides xylanisolvens	2024-07-15
374838-Reinekea-blandensis	374838	Reinekea blandensis	314283	bacterium	UP000005953	314283	Representative	Reinekea blandensis	Reinekea blandensis MED297	2024-07-15
376805-Phocaeicola-salanitronis	376805	Phocaeicola salanitronis	667015	bacterium	UP000007486	667015	Other	Phocaeicola salanitronis	Phocaeicola salanitronis (strain DSM 18170 / JCM 13657 / CCUG 60908 / BL78)	2024-07-15
386056-Paraburkholderia-ferrariae	386056	Paraburkholderia ferrariae	386056	bacterium		386056	Orphans	Paraburkholderia ferrariae	Paraburkholderia ferrariae	2024-07-15
387090-Phocaeicola-coprophilus	387090	Phocaeicola coprophilus	387090	bacterium	UP000018018	1263041	Representative	Phocaeicola coprophilus	Phocaeicola coprophilus CAG:333	2024-07-15
387093-Sulfurovum-sp-NBC37-1	387093	Sulfurovum sp. NBC37-1	387093	bacterium	UP000006378	387093	Other	Sulfurovum sp. NBC37-1	Sulfurovum sp. (strain NBC37-1)	2024-07-15
387661-Parabacteroides-johnsonii	387661	Parabacteroides johnsonii	387661	bacterium	UP000001218	999419	Representative	Parabacteroides johnsonii	Parabacteroides johnsonii CL02T12C29	2024-07-15
388634-Bombyx-mandarina-nuclear-polyhedrosis-virus	388634	Bombyx mandarina nuclear polyhedrosis virus	388634	virus		388634	Orphans	Bombyx mandarina nuclear polyhedrosis virus	Bombyx mandarina nuclear polyhedrosis virus	2024-07-15
390157-Senecavirus-A-Seneca-valley-virus	390157	Senecavirus A (Seneca valley virus)	390157, 10002579, 10002853	virus	UP000000672	686944	Representative	Senecavirus A (Seneca valley virus)	Seneca Valley virus (isolate -/United States/SSV-001/2002)	2024-07-15
392734-Terriglobus-roseus	392734	Terriglobus roseus	392734	bacterium	UP000006056	926566	Representative	Terriglobus roseus	Terriglobus roseus (strain DSM 18391 / NRRL B-41598 / KBS 63)	2024-07-15
393662-Congregibacter-litoralis	393662	Congregibacter litoralis	314285	bacterium	UP000019205	314285	Representative	Congregibacter litoralis	Congregibacter litoralis KT71	2024-07-15
408580-Bacillus-coahuilensis	408580	Bacillus coahuilensis	441769	bacterium	UP000074108	1150625	Representative	Bacillus coahuilensis	Bacillus coahuilensis p1.1.43	2024-07-15
408657-Dyadobacter-koreensis	408657	Dyadobacter koreensis	408657	bacterium	UP000199532	408657	Representative	Dyadobacter koreensis	Dyadobacter koreensis	2024-07-15
410072-Coprococcus-comes	410072	Coprococcus comes	410072	bacterium	UP000003793	470146	Representative	Coprococcus comes	Coprococcus comes ATCC 27758	2024-07-15
413502-Cronobacter-turicensis	413502	Cronobacter turicensis	413502	bacterium	UP000002069	693216	Other	Cronobacter turicensis	Cronobacter turicensis (strain DSM 18703 / CCUG 55852 / LMG 23827 / z3032)	2024-07-15
419612-Camelus-ferus-Wild-Bactrian-camel	419612	Camelus ferus (Wild Bactrian camel)	419612	vertebrate	UP000030684	419612	Representative	Camelus ferus (Wild Bactrian camel)	Camelus ferus	2024-07-15
421530-Epilithonimonas-bovis	421530	Epilithonimonas bovis	421530	bacterium	UP000187261	1121284	Other	Epilithonimonas bovis	Epilithonimonas bovis DSM 19482	2024-07-15
425088-Tanganya-virus	425088	Tanganya virus	425088	virus		425088	Orphans	Tanganya virus	Tanganya virus	2024-07-15
430511-Juquitiba-virus	430511	Juquitiba virus	430511	virus		430511	Orphans	Juquitiba virus	Juquitiba virus	2024-07-15
439220-Streptococcus-caballi	439220	Streptococcus caballi	439220	bacterium		439220	Orphans	Streptococcus caballi	Streptococcus caballi	2024-07-15
444922-Psychromonas-ossibalaenae	444922	Psychromonas ossibalaenae	444922	bacterium		444922	Orphans	Psychromonas ossibalaenae		2024-07-15
446679-Nostoc-sphaeroides	446679	Nostoc sphaeroides	446679	bacterium	UP000326678	2653204	Representative	Nostoc sphaeroides	Nostoc sphaeroides CCNUC1	2024-07-15
447106-Leptospira-licerasiae	447106	Leptospira licerasiae	447106	bacterium	UP000004889	1049972	Other	Leptospira licerasiae	Leptospira licerasiae serovar Varillal str. VAR 010	2024-07-15
452646-Neogale-vison-mink	452646	Neogale vison (mink)	452646	vertebrate	UP000694425	452646	Representative	Neogale vison (mink)	Neovison vison	2024-07-15
453927-Juniperus-formosana	453927	Juniperus formosana	453927	plant		453927	Orphans	Juniperus formosana	Juniperus formosana	2024-07-15
456999-Rhizoctonia-solani	456999	Rhizoctonia solani	456999	other-eukaryote	UP000011668	983506	Representative	Rhizoctonia solani	Thanatephorus cucumeris (strain AG1-IA)	2024-07-15
463676-Rhinovirus-C-Human-rhinovirus-C	463676	Rhinovirus C (Human rhinovirus C)	463676, 1219377	virus	UP000143371	1219377	Other	Rhinovirus C (Human rhinovirus C)	rhinovirus C3	2024-07-15
465541-Streptomyces-sp-Mg1	465541	Streptomyces sp. Mg1	465541	bacterium	UP000035653	465541	Representative	Streptomyces sp. Mg1	Streptomyces sp. Mg1	2024-07-15
469009-Brassica-napus-phytoplasma	469009	'Brassica napus' phytoplasma	469009	bacterium	UP000246205	469009	Other	'Brassica napus' phytoplasma	'Brassica napus' phytoplasma	2024-07-15
469613-Enterobacteriaceae-bacterium-9_2_54FAA	469613	Enterobacteriaceae bacterium 9_2_54FAA	469613	bacterium	UP000004908	469613	Other	Enterobacteriaceae bacterium 9_2_54FAA	Enterobacteriaceae bacterium 9_2_54FAA	2024-07-15
471223-Geobacillus-sp-WCH70	471223	Geobacillus sp. WCH70	471223	bacterium		471223	Orphans	Geobacillus sp. WCH70	Geobacillus sp. (strain WCH70)	2024-07-15
472390-Prunus-dulcis-x-Prunus-persica	472390	Prunus dulcis x Prunus persica	472390	plant		472390	Orphans	Prunus dulcis x Prunus persica	Prunus dulcis x Prunus persica	2024-07-15
479935-Gluconobacter-morbifer	479935	Gluconobacter morbifer	479935	bacterium	UP000004949	1088869	Representative	Gluconobacter morbifer	Gluconobacter morbifer G707	2024-07-15
482957-Burkholderia-lata	482957	Burkholderia lata	482957	bacterium	UP000002705	482957	Other	Burkholderia lata	Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	2024-07-15
487316-Acinetobacter-soli	487316	Acinetobacter soli	487316	bacterium	UP000185674	487316	Other	Acinetobacter soli	Acinetobacter soli	2024-07-15
487317-Aequorivita-capsosiphonis	487317	Aequorivita capsosiphonis	487317	bacterium		487317	Orphans	Aequorivita capsosiphonis		2024-07-15
502049-Thalassospira-profundimaris	502049	Thalassospira profundimaris	502049	bacterium	UP000007365	1177928	Other	Thalassospira profundimaris	Thalassospira profundimaris WP0211	2024-07-15
502790-Aeromonas-diversa	502790	Aeromonas diversa	502790	bacterium	UP000023775	1268237	Other	Aeromonas diversa	Aeromonas diversa CDC 2478-85	2024-07-15
507750-Peptoniphilus-duerdenii	507750	Peptoniphilus duerdenii	507750	bacterium	UP000003280	862517	Representative	Peptoniphilus duerdenii	Peptoniphilus duerdenii ATCC BAA-1640	2024-07-15
515817-Amphioctopus-fangsiao	515817	Amphioctopus fangsiao	515817	other-eukaryote		515817	Orphans	Amphioctopus fangsiao	Amphioctopus fangsiao	2024-07-15
519424-Alkalihalobacillus-trypoxylicola	519424	Alkalihalobacillus trypoxylicola	519424	bacterium	UP000075806	519424	Representative	Alkalihalobacillus trypoxylicola	Alkalihalobacillus trypoxylicola	2024-07-15
543824-Synechocystis-aquatilis	543824	Synechocystis aquatilis	543824	bacterium		543824	Orphans	Synechocystis aquatilis	Synechocystis aquatilis C23	2024-07-15
544580-Actinomyces-oris	544580	Actinomyces oris	544580	bacterium	UP000185963	544580	Other	Actinomyces oris	Actinomyces oris	2024-07-15
545501-Oceanobacillus-oncorhynchi	545501	Oceanobacillus oncorhynchi	545501	bacterium	UP000040453	545501	Representative	Oceanobacillus oncorhynchi	Oceanobacillus oncorhynchi	2024-07-15
545650-Sporothrix-brasiliensis	545650	Sporothrix brasiliensis	1398154	other-eukaryote	UP000031575	1398154	Other	Sporothrix brasiliensis	Sporothrix brasiliensis 5110	2024-07-15
549169-Pseudogulbenkiania-ferrooxidans	549169	Pseudogulbenkiania ferrooxidans	549169	bacterium	UP000003165	279714	Other	Pseudogulbenkiania ferrooxidans	Pseudogulbenkiania ferrooxidans 2002	2024-07-15
551760-Aromatoleum-aromaticum	551760	Aromatoleum aromaticum	551760	bacterium	UP000006552	76114	Representative	Aromatoleum aromaticum	Aromatoleum aromaticum (strain EbN1)	2024-07-15
556261-Clostridium-sp-D5	556261	Clostridium sp. D5	556261	bacterium	UP000003978	556261	Representative	Clostridium sp. D5	Clostridium sp. D5	2024-07-15
559561-Aureobasidium-namibiae	559561	Aureobasidium namibiae	559561	other-eukaryote	UP000027730	1043004	Representative	Aureobasidium namibiae	Aureobasidium namibiae CBS 147.97	2024-07-15
563466-Scedosporium-apiospermum	563466	Scedosporium apiospermum	563466	other-eukaryote	UP000028545	563466	Representative	Scedosporium apiospermum	Pseudallescheria apiosperma	2024-07-15
565995-Bundibugyo-ebolavirus-Bundibugyo-virus	565995	Bundibugyo ebolavirus (Bundibugyo virus)	565995	virus	UP000102471	565995	Other	Bundibugyo ebolavirus (Bundibugyo virus)	Bundibugyo virus	2024-07-15
566466-gamma-proteobacterium-NOR5-3	566466	gamma proteobacterium NOR5-3	566466	bacterium	UP000003977	566466	Other	gamma proteobacterium NOR5-3	gamma proteobacterium NOR5-3	2024-07-15
571800-Psychrobacter-sp-G	571800	Psychrobacter sp. G	571800	bacterium	UP000014806	571800	Other	Psychrobacter sp. G	Psychrobacter sp. G	2024-07-15
571949-Encephalitozoon-romaleae	571949	Encephalitozoon romaleae	1178016	other-eukaryote	UP000010094	1178016	Other	Encephalitozoon romaleae	Encephalitozoon romaleae (strain SJ-2008)	2024-07-15
578319-Recombinant-HCV-virus	578319	Recombinant HCV virus	595609, 1053141	virus	UP000107090	595609	Other	Recombinant HCV virus	Recombinant Hepatitis C virus HK6a/JFH-1	2024-07-15
580165-Bacillus-cytotoxicus	580165	Bacillus cytotoxicus	315749, 580165	bacterium	UP000053965	580165	Other	Bacillus cytotoxicus	Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	2024-07-15
588596-Rhizophagus-irregularis	588596	Rhizophagus irregularis	588596	other-eukaryote	UP000018888	747089	Representative	Rhizophagus irregularis	Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194)	2024-07-15
593106-Pyrophorus-angustus	593106	Pyrophorus angustus	593107	other-eukaryote		593106	Orphans	Pyrophorus angustus	Pyrophorus angustus luscus	2024-07-15
626940-Phascolarctobacterium-succinatutens	626940	Phascolarctobacterium succinatutens	626940	bacterium	UP000004923	626939	Representative	Phascolarctobacterium succinatutens	Phascolarctobacterium succinatutens YIT 12067	2024-07-15
630277-Tarsius-lariang-Lariang-tarsier	630277	Tarsius lariang (Lariang tarsier)	630277	vertebrate		630277	Orphans	Tarsius lariang (Lariang tarsier)	Tarsius lariang	2024-07-15
632955-Acinetobacter-rudis	632955	Acinetobacter rudis	632955	bacterium	UP000014568	421052	Representative	Acinetobacter rudis	Acinetobacter rudis CIP 110305	2024-07-15
649756-Anaerostipes-hadrus	649756	Anaerostipes hadrus	649756	bacterium	UP000008960	649756	Other	Anaerostipes hadrus	Anaerostipes hadrus	2024-07-15
651183-Aurantimonas-manganoxydans	651183	Aurantimonas manganoxydans	651183	bacterium	UP000000321	287752	Representative	Aurantimonas manganoxydans	Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1)	2024-07-15
655809-Prevotella-sp-oral-taxon-472	655809	Prevotella sp. oral taxon 472	619693	bacterium		655809	Orphans	Prevotella sp. oral taxon 472		2024-07-15
658655-Lachnospiraceae-bacterium-1_4_56FAA	658655	Lachnospiraceae bacterium 1_4_56FAA	658655	bacterium	UP000004289	658655	Representative	Lachnospiraceae bacterium 1_4_56FAA	Lachnospiraceae bacterium 1_4_56FAA	2024-07-15
664662-Borreliella-bavariensis	664662	Borreliella bavariensis	664662	bacterium	UP000002276	290434	Other	Borreliella bavariensis	Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi)	2024-07-15
674529-Bacteroides-faecis	674529	Bacteroides faecis	674529	bacterium	UP000095606	674529	Other	Bacteroides faecis	Bacteroides faecis	2024-07-15
686984-Sapelovirus-A-Porcine-enterovirus-A	686984	Sapelovirus A (Porcine enterovirus A)	686984, 1002921	virus	UP000000407	1002921	Representative	Sapelovirus A (Porcine enterovirus A)	Porcine sapelovirus (strain V13)	2024-07-15
687347-Torque-teno-virus-8	687347	Torque teno virus 8	687347	virus	UP000146867	687347	Other	Torque teno virus 8	Torque teno virus 8	2024-07-15
687350-Torque-teno-virus-11	687350	Torque teno virus 11	687350	virus	UP000232560	687350	Representative	Torque teno virus 11	Torque teno virus 11	2024-07-15
687355-Torque-teno-virus-16	687355	Torque teno virus 16	687355	virus	UP000144241	687355	Representative	Torque teno virus 16	Torque teno virus 16	2024-07-15
687362-Torque-teno-virus-23	687362	Torque teno virus 23	687362	virus	UP000232667	687362	Representative	Torque teno virus 23	Torque teno virus 23	2024-07-15
687366-Torque-teno-virus-27	687366	Torque teno virus 27	687366	virus	UP000007551	687366	Representative	Torque teno virus 27	Torque teno virus (isolate Human/China/CT23F/2001)	2024-07-15
687367-Torque-teno-virus-28	687367	Torque teno virus 28	687367	virus	UP000160062	687367	Other	Torque teno virus 28	Torque teno virus 28	2024-07-15
691956-Avihepatovirus-A-Duck-hepatitis-A-virus	691956	Avihepatovirus A (Duck hepatitis A virus)	1006061, 10002132, 10002151, 10002152	virus	UP000000404	693992	Representative	Avihepatovirus A (Duck hepatitis A virus)	Duck hepatitis A virus (strain Duck/Taiwan/03D/2003)	2024-07-15
693153-Vibrio-atlanticus	693153	Vibrio atlanticus	575788	bacterium	UP000009100	575788	Other	Vibrio atlanticus	Vibrio atlanticus (strain LGP32)	2024-07-15
693997-Alphacoronavirus-1-Alphacoronavirus-1	693997	Alphacoronavirus 1 (Alphacoronavirus-1)	11135, 11149, 11150, 11151, 11153, 12663, 33734, 398812, 454951, 502101, 10001154, 10001624, 10001798	virus	UP000000835	33734	Representative	Alphacoronavirus 1 (Alphacoronavirus-1)	Feline coronavirus (strain FIPV WSU-79/1146)	2024-07-15
693998-Rhinolophus-bat-coronavirus-HKU2-Bat-coronavirus-HKU2	693998	Rhinolophus bat coronavirus HKU2 (Bat coronavirus HKU2)	693998	virus	UP000166619	693998	Representative	Rhinolophus bat coronavirus HKU2 (Bat coronavirus HKU2)	Rhinolophus bat coronavirus HKU2	2024-07-15
694003-Betacoronavirus-1	694003	Betacoronavirus 1	11128, 31631, 215681, 233262, 694003, 2501420, 10002018, 10002633, 10002686	virus	UP000180344	31631	Representative	Betacoronavirus 1	Human coronavirus OC43	2024-07-15
694005-Murine-coronavirus	694005	Murine coronavirus	11138, 11142, 11144, 12760, 76344	virus	UP000007192	11142	Representative	Murine coronavirus	Murine coronavirus (strain A59)	2024-07-15
694006-Rousettus-bat-coronavirus-HKU9-Bat-coronavirus-HKU9	694006	Rousettus bat coronavirus HKU9 (Bat coronavirus HKU9)	694006	virus	UP000006576	694006	Representative	Rousettus bat coronavirus HKU9 (Bat coronavirus HKU9)	Bat coronavirus HKU9	2024-07-15
694007-Tylonycteris-bat-coronavirus-HKU4-Bat-coronavirus-HKU4	694007	Tylonycteris bat coronavirus HKU4 (Bat coronavirus HKU4)	424362, 694007	virus	UP000006574	694007	Representative	Tylonycteris bat coronavirus HKU4 (Bat coronavirus HKU4)	Bat coronavirus HKU4	2024-07-15
694008-Pipistrellus-bat-coronavirus-HKU5-Bat-coronavirus-HKU5	694008	Pipistrellus bat coronavirus HKU5 (Bat coronavirus HKU5)	694008	virus	UP000007451	694008	Representative	Pipistrellus bat coronavirus HKU5 (Bat coronavirus HKU5)	Bat coronavirus HKU5	2024-07-15
694014-Avian-coronavirus	694014	Avian coronavirus	11120, 11127, 11152, 231428, 633557, 10000825, 10001431, 10002165, 10002169	virus	UP000006717	11122	Representative	Avian coronavirus	Avian infectious bronchitis virus (strain Beaudette)	2024-07-15
696859-Murine-mastadenovirus-C-Murine-adenovirus-C	696859	Murine mastadenovirus C (Murine adenovirus C)	573199	virus	UP000141842	573199	Representative	Murine mastadenovirus C (Murine adenovirus C)	Murine adenovirus 3	2024-07-15
696863-Sprivivirus-cyprinus-Carp-sprivivirus	696863	Sprivivirus cyprinus (Carp sprivivirus)	696863	virus	UP000007541	696863	Representative	Sprivivirus cyprinus (Carp sprivivirus)	Spring viremia of carp virus	2024-07-15
707882-Duck-astrovirus-1	707882	Duck astrovirus 1	707882	virus	UP000117347	707882	Other	Duck astrovirus 1	Duck astrovirus 1	2024-07-15
708187-Colletotrichum-chlorophyti	708187	Colletotrichum chlorophyti	708187	other-eukaryote	UP000186583	708187	Representative	Colletotrichum chlorophyti	Colletotrichum chlorophyti	2024-07-15
742503-Tokudaia-muenninki-Okinawa-island-spiny-rat	742503	Tokudaia muenninki (Okinawa island spiny rat)	742503	vertebrate		742503	Orphans	Tokudaia muenninki (Okinawa island spiny rat)	Tokudaia muenninki	2024-07-15
743722-Sphingobacterium-sp-21	743722	Sphingobacterium sp. 21	743722	bacterium		743722	Orphans	Sphingobacterium sp. 21	Sphingobacterium sp. (strain 21)	2024-07-15
746128-Aspergillus-fumigatus	746128	Aspergillus fumigatus	330879, 451804, 746128	other-eukaryote	UP000002530	330879	Representative	Aspergillus fumigatus	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	2024-07-15
759851-Sporosarcina-newyorkensis	759851	Sporosarcina newyorkensis	759851	bacterium	UP000005316	1027292	Other	Sporosarcina newyorkensis	Sporosarcina newyorkensis 2681	2024-07-15
765414-Paraburkholderia-bannensis	765414	Paraburkholderia bannensis	765414	bacterium	UP000571554	765414	Other	Paraburkholderia bannensis	Paraburkholderia bannensis	2024-07-15
862909-Trichodysplasia-spinulosa-associated-polyomavirus	862909	Trichodysplasia spinulosa-associated polyomavirus	862909	virus	UP000112218	862909	Representative	Trichodysplasia spinulosa-associated polyomavirus	Trichodysplasia spinulosa-associated polyomavirus	2024-07-15
863370-Meiothermus-granaticius	863370	Meiothermus granaticius	863370	bacterium	UP000266178	1227551	Representative	Meiothermus granaticius	Meiothermus granaticius NBRC 107808	2024-07-15
868131-Methanobacterium-paludis	868131	Methanobacterium paludis	868131	archeobacterium	UP000009231	868131	Other	Methanobacterium paludis	Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1)	2024-07-15
870484-Nonlabens-agnitus	870484	Nonlabens agnitus	870484	bacterium	UP000239532	870484	Other	Nonlabens agnitus	Nonlabens agnitus	2024-07-15
871325-Bacteroides-faecichinchillae	871325	Bacteroides faecichinchillae	871325	bacterium	UP000184436	871325	Representative	Bacteroides faecichinchillae	Bacteroides faecichinchillae	2024-07-15
875328-Mycolicibacter-sinensis	875328	Mycolicibacter sinensis	875328	bacterium	UP000009224	875328	Representative	Mycolicibacter sinensis	Mycolicibacter sinensis (strain JDM601)	2024-07-15
884045-Juniperus-saxicola	884045	Juniperus saxicola	884045	plant		884045	Orphans	Juniperus saxicola	Juniperus saxicola	2024-07-15
940614-Granulicella-mallensis	940614	Granulicella mallensis	940614	bacterium	UP000007113	682795	Representative	Granulicella mallensis	Granulicella mallensis (strain ATCC BAA-1857 / DSM 23137 / MP5ACTX8)	2024-07-15
945780-Synechocystis-salina	945780	Synechocystis salina	945782	bacterium		945780	Orphans	Synechocystis salina	Synechocystis salina LEGE 06155	2024-07-15
983924-Eidolon-bat-coronavirus_Kenya_KY24_2006-Bat-coronavirus-BtKY24_Eidolon-helvum_Kenya_2006	983924	Eidolon bat coronavirus/Kenya/KY24/2006 (Bat coronavirus BtKY24/Eidolon helvum/Kenya/2006)	983924	virus		983924	Orphans	Eidolon bat coronavirus/Kenya/KY24/2006 (Bat coronavirus BtKY24/Eidolon helvum/Kenya/2006)	Eidolon bat coronavirus/Kenya/KY24/2006	2024-07-15
983929-Chaerephon-bat-coronavirus_Kenya_KY22_2006-Bat-coronavirus-BtKY22_Chaerephon-sp_Kenya_2006	983929	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	983929	virus		983929	Orphans	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	Chaerephon bat coronavirus/Kenya/KY22/2006	2024-07-15
1003835-Severe-fever-with-thrombocytopenia-syndrome-virus-SFTS-bunyavirus	1003835	Severe fever with thrombocytopenia syndrome virus (SFTS bunyavirus)	1003835	virus	UP000148607	1003835	Other	Severe fever with thrombocytopenia syndrome virus (SFTS bunyavirus)	Dabie bandavirus	2024-07-15
1004253-Cyberlindnera-mrakii	1004253	Cyberlindnera mrakii	1004253	other-eukaryote		1004253	Orphans	Cyberlindnera mrakii	Cyberlindnera mrakii	2024-07-15
1005962-Ogataea-parapolymorpha	1005962	Ogataea parapolymorpha	871575, 1005962	other-eukaryote	UP000008673	871575	Representative	Ogataea parapolymorpha	Ogataea parapolymorpha (strain ATCC 26012 / BCRC 20466 / JCM 22074 / NRRL Y-7560 / DL-1)	2024-07-15
1016852-Banana-streak-CA-virus-Banana-streak-Cavendish-virus	1016852	Banana streak CA virus (Banana streak Cavendish virus)	1016852	virus	UP000208096	1016852	Other	Banana streak CA virus (Banana streak Cavendish virus)	Banana streak CA virus	2024-07-15
1016853-Banana-streak-IM-virus-Banana-streak-Imove-virus	1016853	Banana streak IM virus (Banana streak Imove virus)	1016853	virus	UP000207691	1016853	Representative	Banana streak IM virus (Banana streak Imove virus)	Banana streak IM virus	2024-07-15
1045775-Paenibacillus-catalpae	1045775	Paenibacillus catalpae	1045775	bacterium	UP000198855	1045775	Representative	Paenibacillus catalpae	Paenibacillus catalpae	2024-07-15
1047168-Zymoseptoria-brevis	1047168	Zymoseptoria brevis	1047168	other-eukaryote	UP000033647	1047168	Representative	Zymoseptoria brevis	Zymoseptoria brevis	2024-07-15
1071379-Henningerozyma-blattae	1071379	Henningerozyma blattae	1071379	other-eukaryote	UP000002866	1071380	Representative	Tetrapisispora blattae	Tetrapisispora blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7)	2024-07-15
1133319-Bacteroides-reticulotermitis	1133319	Bacteroides reticulotermitis	1133319	bacterium	UP000019131	1445607	Representative	Bacteroides reticulotermitis	Bacteroides reticulotermitis JCM 10512	2024-07-15
1133363-Schmallenberg-virus	1133363	Schmallenberg virus	1133363, 1318464	virus	UP000127450	1133363	Other	Schmallenberg virus	Schmallenberg virus	2024-07-15
1134687-Klebsiella-michiganensis	1134687	Klebsiella michiganensis	1134687	bacterium	UP000020202	1134687	Representative	Klebsiella michiganensis	Klebsiella michiganensis	2024-07-15
1159904-Night-heron-coronavirus-HKU19-Night-heron-coronavirus-HKU19	1159904	Night heron coronavirus HKU19 (Night-heron coronavirus HKU19)	1159904	virus	UP000132721	1159904	Representative	Night heron coronavirus HKU19 (Night-heron coronavirus HKU19)	Night heron coronavirus HKU19	2024-07-15
1159907-White-eye-coronavirus-HKU16	1159907	White-eye coronavirus HKU16	1159907	virus	UP000135406	1159907	Other	White-eye coronavirus HKU16	White-eye coronavirus HKU16	2024-07-15
1159908-Wigeon-coronavirus-HKU20	1159908	Wigeon coronavirus HKU20	1159908	virus	UP000167590	1159908	Representative	Wigeon coronavirus HKU20	Wigeon coronavirus HKU20	2024-07-15
1160968-Rabbit-coronavirus-HKU14	1160968	Rabbit coronavirus HKU14	1160968	virus	UP000145001	1160968	Representative	Rabbit coronavirus HKU14	Rabbit coronavirus HKU14	2024-07-15
1173701-Colletotrichum-sublineola	1173701	Colletotrichum sublineola	1173701	other-eukaryote	UP000027238	1173701	Representative	Colletotrichum sublineola	Colletotrichum sublineola	2024-07-15
1176145-Pipapillomavirus-2	1176145	Pipapillomavirus 2	763552	virus	UP000129308	763552	Representative	Pipapillomavirus 2	Mus musculus papillomavirus type 1	2024-07-15
1176484-Canine-vesivirus-Canine-calicivirus	1176484	Canine vesivirus (Canine calicivirus)	292348	virus	UP000130782	1176484	Other	Canine vesivirus (Canine calicivirus)	Canine vesivirus	2024-07-15
1179777-Mycoplasma-feriruminatoris	1179777	Mycoplasma feriruminatoris	1179777	bacterium	UP001178682	1179777	Other	Mycoplasma feriruminatoris	Mycoplasma feriruminatoris	2024-07-15
1193095-Paucilactobacillus-hokkaidonensis	1193095	Paucilactobacillus hokkaidonensis	1193095	bacterium	UP000031620	1291742	Other	Paucilactobacillus hokkaidonensis	Paucilactobacillus hokkaidonensis JCM 18461	2024-07-15
1209926-Colletotrichum-orchidophilum	1209926	Colletotrichum orchidophilum	1209926	other-eukaryote	UP000176998	1209926	Representative	Colletotrichum orchidophilum	Colletotrichum orchidophilum	2024-07-15
1214225-Acidocella-sp-MX-AZ02	1214225	Acidocella sp. MX-AZ02	1214225	bacterium	UP000006217	1214225	Representative	Acidocella sp. MX-AZ02	Acidocella sp. MX-AZ02	2024-07-15
1218488-Torque-teno-sus-virus-k2-Torque-teno-sus-virus-3	1218488	Torque teno sus virus k2 (Torque teno sus virus 3)	1218488	virus		1218488	Orphans	Torque teno sus virus k2 (Torque teno sus virus 3)	Torque teno sus virus k2	2024-07-15
1223514-Corynebacterium-humireducens	1223514	Corynebacterium humireducens	1223514	bacterium	UP000031524	1223515	Other	Corynebacterium humireducens	Corynebacterium humireducens NBRC 106098 = DSM 45392	2024-07-15
1236180-Halopelagius-longus	1236180	Halopelagius longus	1236180	archeobacterium	UP000199289	1236180	Other	Halopelagius longus	Halopelagius longus	2024-07-15
1239565-Mamastrovirus-1-Mamastrovirus-1	1239565	Mamastrovirus 1 (Mamastrovirus-1)	43358	virus	UP000001650	12456	Representative	Mamastrovirus 1 (Mamastrovirus-1)	Human astrovirus-1	2024-07-15
