Species Key	Species ID	Species Label	Active Taxa	Group	Proteome Type	Proteome ID	Proteome Organism ID	Proteome Label	Proteome Link	Updated
419612-Camelus-ferus-Wild-Bactrian-camel	419612	Camelus ferus (Wild Bactrian camel)	419612	vertebrate	Reference	UP000030684		Camelus ferus (Wild bactrian camel) (Camelus bactrianus ferus) (Strain: bactrian camel)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000030684	2023-07-14
420521-Expression-vector-pNIC-NHT-CF	420521	Expression vector pNIC-NHT-CF	420521	other						2023-07-14
423460-Basidiobolus-meristosporus	423460	Basidiobolus meristosporus	1314790	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:423460	2023-09-01
425088-Tanganya-virus	425088	Tanganya virus	425088	virus	Unreviewed	Unrev_425088		Tanganya virus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:425088	2023-07-14
429338-Cloning-vector-pD-MAL1	429338	Cloning vector pD-MAL1	429338	other					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:429338	2023-09-01
430511-Juquitiba-virus	430511	Juquitiba virus	430511	virus	Unreviewed	Unrev_430511		Juquitiba virus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:430511	2023-07-14
439220-Streptococcus-caballi	439220	Streptococcus caballi	439220	bacterium	Unreviewed	Unrev_439220		Streptococcus caballi	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:439220	2023-07-14
441976-Asian-leopard-cat-coronavirus-Guangxi_F230_2006	441976	Asian leopard cat coronavirus Guangxi/F230/2006	441976	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:441976	2023-09-01
444163-Brucella-microti	444163	Brucella microti	568815	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:444163	2023-09-01
444922-Psychromonas-ossibalaenae	444922	Psychromonas ossibalaenae	444922	bacterium						2023-07-14
446679-Nostoc-sphaeroides	446679	Nostoc sphaeroides	446679	bacterium	Non-Redundant	UP000326678		Nostoc sphaeroides CCNUC1	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000326678	2023-07-14
447106-Leptospira-licerasiae	447106	Leptospira licerasiae	447106	bacterium	Reference	UP000004889		Leptospira licerasiae serovar Varillal str. VAR 010 (Strain: VAR 010)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004889	2023-07-14
447135-Myodes-glareolus-bank-vole	447135	Myodes glareolus (bank vole)	447135	vertebrate					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:447135	2023-09-01
451644-Mycolicibacterium-conceptionense	451644	Mycolicibacterium conceptionense	451644	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:451644	2023-09-01
452646-Neogale-vison-mink	452646	Neogale vison (mink)	452646	vertebrate	Representative	UP000694425	452646	Neovison vison	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000694425	2023-09-01
453927-Juniperus-formosana	453927	Juniperus formosana	453927	plant	Unreviewed	Unrev_453927		Juniperus formosana	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:453927	2023-07-14
455045-Abelmoschus-esculentus-gumbo	455045	Abelmoschus esculentus (gumbo)	455045	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:455045	2023-09-01
456999-Rhizoctonia-solani	456999	Rhizoctonia solani	456999, 983506	other-eukaryote	Reference	UP000027456		Rhizoctonia solani 123E (Strain: 123E)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000027456	2023-07-14
457393-Bacteroides-sp-4_1_36	457393	Bacteroides sp. 4_1_36	457393	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:457393	2023-09-01
463676-Rhinovirus-C-Human-rhinovirus-C	463676	Rhinovirus C (Human rhinovirus C)	463676, 1219377	virus	Non-Redundant	UP000143371		Human rhinovirus C3	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000143371	2023-07-14
465541-Streptomyces-sp-Mg1	465541	Streptomyces sp. Mg1	465541	bacterium	Reference	UP000035653		Streptomyces sp. Mg1 (Strain: Mg1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000035653	2023-07-14
469009-Brassica-napus-phytoplasma	469009	'Brassica napus' phytoplasma	469009	bacterium	Unreviewed	Unrev_469009	469009	'Brassica napus' phytoplasma	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:469009	2023-07-14
469593-Bacteroides-sp-3_1_40A	469593	Bacteroides sp. 3_1_40A	469593	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:469593	2023-09-01
469613-Enterobacteriaceae-bacterium-9_2_54FAA	469613	Enterobacteriaceae bacterium 9_2_54FAA	469613	bacterium	Other	UP000004908	469613	Enterobacteriaceae bacterium 9_2_54FAA	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004908	2023-09-01
470565-Prevotella-histicola	470565	Prevotella histicola	470565	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:470565	2023-09-01
471223-Geobacillus-sp-WCH70	471223	Geobacillus sp. WCH70	471223	bacterium	Reference	UP000002386		Geobacillus sp. (strain WCH70) (Strain: WCH70)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002386	2023-07-14
472390-Prunus-dulcis-x-Prunus-persica	472390	Prunus dulcis x Prunus persica	472390	plant	Orphans		472390	Prunus dulcis x Prunus persica	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:472390	2023-09-01
476176-Moraea-pallida	476176	Moraea pallida	476176	plant	Unreviewed	Unrev_476176		Moraea pallida	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:476176	2023-07-14
479935-Gluconobacter-morbifer	479935	Gluconobacter morbifer	479935	bacterium	Reference	UP000004949		Gluconobacter morbifer G707 (Strain: G707)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004949	2023-07-14
480421-Pueraria-candollei	480421	Pueraria candollei	861244	plant					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:480421	2023-09-01
482957-Burkholderia-lata	482957	Burkholderia lata	482957	bacterium	Non-Redundant	UP000002705		Burkholderia lata (strain ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383) (Strain: ATCC 17760 / DSM 23089 / LMG 22485 / NCIMB 9086 / R18194 / 383)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002705	2023-07-14
487316-Acinetobacter-soli	487316	Acinetobacter soli	487316	bacterium	Non-redundant	UP000018433	1217677	Acinetobacter soli NIPH 2899	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000018433	2023-09-01
487317-Aequorivita-capsosiphonis	487317	Aequorivita capsosiphonis	487317	bacterium						2023-07-14
487797-Flavobacteria-bacterium-MS024-3C	487797	Flavobacteria bacterium MS024-3C	487797	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:487797	2023-09-01
492670-Bacillus-velezensis	492670	Bacillus velezensis	492670	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:492670	2023-09-01
498019-[Candida]-auris	498019	[Candida] auris	498019	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:498019	2023-09-01
502049-Thalassospira-profundimaris	502049	Thalassospira profundimaris	502049	bacterium	Non-redundant	UP000007365	1177928	Thalassospira profundimaris WP0211	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007365	2023-09-01
502394-Deinococcus-gobiensis	502394	Deinococcus gobiensis	745776	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:502394	2023-09-01
502790-Aeromonas-diversa	502790	Aeromonas diversa	502790	bacterium	Non-Redundant	UP000023775		Aeromonas diversa CDC 2478-85 (Strain: 2478-85)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000023775	2023-07-14
507750-Peptoniphilus-duerdenii	507750	Peptoniphilus duerdenii	507750	bacterium	Reference	UP000003280		Peptoniphilus duerdenii ATCC BAA-1640 (Strain: ATCC BAA-1640)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000003280	2023-07-14
515817-Amphioctopus-fangsiao	515817	Amphioctopus fangsiao	515817	other-eukaryote	Orphans		515817	Amphioctopus fangsiao	https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:515817	2023-09-01
519424-Alkalihalobacillus-trypoxylicola	519424	Alkalihalobacillus trypoxylicola	519424	bacterium	Non-Redundant	UP000075806		Alkalihalobacillus trypoxylicola (Strain: KCTC 13244)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000075806	2023-07-14
520031-Hemiscorpius-lepturus	520031	Hemiscorpius lepturus	520031	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:520031	2023-09-01
523103-Trichophyton-mentagrophytes	523103	Trichophyton mentagrophytes	523103	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:523103	2023-09-01
529818-Thecamonas-trahens	529818	Thecamonas trahens	461836	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:529818	2023-09-01
543824-Synechocystis-aquatilis	543824	Synechocystis aquatilis	543824	bacterium	Unreviewed	Unrev_543824		Synechocystis aquatilis	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:543824	2023-07-14
545501-Oceanobacillus-oncorhynchi	545501	Oceanobacillus oncorhynchi	545501	bacterium	Reference	UP000040453		Oceanobacillus oncorhynchi (Strain: Oc5)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000040453	2023-07-14
545650-Sporothrix-brasiliensis	545650	Sporothrix brasiliensis	1398154	other-eukaryote	Non-Redundant	UP000031575		Sporothrix brasiliensis 5110 (Strain: 5110)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000031575	2023-07-14
549169-Pseudogulbenkiania-ferrooxidans	549169	Pseudogulbenkiania ferrooxidans	549169	bacterium	Non-Redundant	UP000003165		Pseudogulbenkiania ferrooxidans 2002 (Strain: 2002)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000003165	2023-07-14
551760-Aromatoleum-aromaticum	551760	Aromatoleum aromaticum	76114, 551760	bacterium	Reference	UP000006552		Aromatoleum aromaticum (strain EbN1) (Azoarcus sp. (strain EbN1)) (Strain: EbN1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006552	2023-07-14
557451-Symbiobacterium-terraclitae	557451	Symbiobacterium terraclitae	557451	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:557451	2023-09-01
558553-Crassostrea-angulata-Portugese-oyster	558553	Crassostrea angulata (Portugese oyster)	558553	other-eukaryote	Allergen	Allergen_558553		Crassostrea angulata (Portugese oyster)	https://rest.uniprot.org/uniprotkb/search?query=A0A6G7MAZ4	2023-07-14
559561-Aureobasidium-namibiae	559561	Aureobasidium namibiae	559561, 1043004	other-eukaryote	Reference	UP000027730		Aureobasidium namibiae CBS 147.97 (Strain: CBS 147.97)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000027730	2023-07-14
563466-Scedosporium-apiospermum	563466	Scedosporium apiospermum	563466	other-eukaryote	Reference	UP000028545		Pseudallescheria apiosperma (Scedosporium apiospermum) (Strain: IHEM 14462)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000028545	2023-07-14
565995-Bundibugyo-ebolavirus-Bundibugyo-virus	565995	Bundibugyo ebolavirus (Bundibugyo virus)	565995	virus	Non-Redundant	UP000123624		Bundibugyo ebolavirus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000123624	2023-07-14
566037-[Ashbya]-aceris-nom-inval	566037	[Ashbya] aceris (nom. inval.)	566037	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:566037	2023-09-01
566270-Spodoptera-litura-nucleopolyhedrovirus-II	566270	Spodoptera litura nucleopolyhedrovirus II	566270	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:566270	2023-09-01
566466-gamma-proteobacterium-NOR5-3	566466	gamma proteobacterium NOR5-3	566466	bacterium	Unreviewed	Unrev_566466	566466	gamma proteobacterium NOR5-3	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:566466	2023-07-14
571800-Psychrobacter-sp-G	571800	Psychrobacter sp. G	571800	bacterium	Non-Redundant	UP000014806		Psychrobacter sp. G (Strain: G)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000014806	2023-07-14
571949-Encephalitozoon-romaleae	571949	Encephalitozoon romaleae	1178016	other-eukaryote	Non-Redundant	UP000010094		Encephalitozoon romaleae (strain SJ-2008) (Microsporidian parasite) (Strain: SJ-2008)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000010094	2023-07-14
573569-Francisella-salina	573569	Francisella salina	573569	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:573569	2023-09-01
574930-Parabacteroides-gordonii	574930	Parabacteroides gordonii	574930	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:574930	2023-09-01
575864-recombinant-coronavirus	575864	recombinant coronavirus	575864	other					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:575864	2023-09-01
580165-Bacillus-cytotoxicus	580165	Bacillus cytotoxicus	315749, 580165	bacterium	Non-Redundant	UP000002300		Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98) (Strain: DSM 22905 / CIP 110041 / 391-98 / NVH 391-98)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002300	2023-07-14
585544-Bacteroides-sp-D22	585544	Bacteroides sp. D22	585544	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:585544	2023-09-01
588596-Rhizophagus-irregularis	588596	Rhizophagus irregularis	588596	other-eukaryote	Reference	UP000234323		Rhizophagus irregularis (Strain: A4)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000234323	2023-07-14
593106-Pyrophorus-angustus	593106	Pyrophorus angustus	593107	other-eukaryote	Unreviewed	Unrev_593106		Pyrophorus angustus	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:593106	2023-07-14
626931-Bacteroides-oleiciplenus	626931	Bacteroides oleiciplenus	626931	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:626931	2023-09-01
626940-Phascolarctobacterium-succinatutens	626940	Phascolarctobacterium succinatutens	626939, 626940	bacterium	Reference	UP000004923		Phascolarctobacterium succinatutens YIT 12067 (Strain: YIT 12067)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004923	2023-07-14
630277-Tarsius-lariang-Lariang-tarsier	630277	Tarsius lariang (Lariang tarsier)	630277	vertebrate	Unreviewed	Unrev_630277		Tarsius lariang (Lariang tarsier)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:630277	2023-07-14
632955-Acinetobacter-rudis	632955	Acinetobacter rudis	632955	bacterium	Reference	UP000014568		Acinetobacter rudis CIP 110305 (Strain: CIP 110305)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000014568	2023-07-14
645161-Human-bocavirus-4	645161	Human bocavirus 4	645161	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:645161	2023-09-01
647221-Plasmodium-gaboni	647221	Plasmodium gaboni	647221	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:647221	2023-09-01
649756-Anaerostipes-hadrus	649756	Anaerostipes hadrus	649756, 649757	bacterium	Reference	UP000008960		Anaerostipes hadrus (Strain: SSC/2)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000008960	2023-07-14
651183-Aurantimonas-manganoxydans	651183	Aurantimonas manganoxydans	287752, 651183	bacterium	Reference	UP000000321		Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1) (Strain: SI85-9A1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000321	2023-07-14
652708-Bacteroidetes-oral-taxon-274	652708	Bacteroidetes oral taxon 274	575590	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:652708	2023-09-01
655809-Prevotella-sp-oral-taxon-472	655809	Prevotella sp. oral taxon 472	619693	bacterium	Non-Redundant	UP000005290		Prevotella sp. oral taxon 472 str. F0295 (Strain: F0295)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000005290	2023-07-14
655981-Pseudogymnoascus-destructans	655981	Pseudogymnoascus destructans	655981	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:655981	2023-09-01
658655-Lachnospiraceae-bacterium-1_4_56FAA	658655	Lachnospiraceae bacterium 1_4_56FAA	658655	bacterium	Reference	UP000004289		Lachnospiraceae bacterium 1_4_56FAA (Strain: 1_4_56FAA)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000004289	2023-07-14
664662-Borreliella-bavariensis	664662	Borreliella bavariensis	664662	bacterium	Non-redundant	UP000002276	290434	Borrelia garinii subsp. bavariensis (strain ATCC BAA-2496 / DSM 23469 / PBi)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002276	2023-09-01
674529-Bacteroides-faecis	674529	Bacteroides faecis	674529	bacterium	Non-redundant	UP000095606	674529	Bacteroides faecis	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000095606	2023-09-01
686984-Sapelovirus-A-Porcine-enterovirus-A	686984	Sapelovirus A (Porcine enterovirus A)	686984, 1002921	virus	Reference	UP000000407	1002921	Porcine sapelovirus (strain V13)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000407	2023-09-01
687347-Torque-teno-virus-8	687347	Torque teno virus 8	687347	virus	Reference	UP000146867		Torque teno virus 8	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000146867	2023-07-14
687350-Torque-teno-virus-11	687350	Torque teno virus 11	687350	virus	Reference	UP000232560		Torque teno virus 11	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000232560	2023-07-14
687355-Torque-teno-virus-16	687355	Torque teno virus 16	687355	virus	Reference	UP000144241		Torque teno virus 16	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000144241	2023-07-14
687362-Torque-teno-virus-23	687362	Torque teno virus 23	687362	virus	Reference	UP000232667		Torque teno virus 23	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000232667	2023-07-14
687366-Torque-teno-virus-27	687366	Torque teno virus 27	687366	virus	Reference	UP000007551		Torque teno virus (isolate Human/China/CT23F/2001) (TTV) (Strain: Isolate Human/China/CT23F/2001)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007551	2023-07-14
687367-Torque-teno-virus-28	687367	Torque teno virus 28	687367	virus	Reference	UP000160062		Torque teno virus 28	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000160062	2023-07-14
691956-Avihepatovirus-A-Duck-hepatitis-A-virus	691956	Avihepatovirus A (Duck hepatitis A virus)	691956, 1006061, 1006063, 10002132, 10002151, 10002152	virus	Reference	UP000000404		Duck hepatitis A virus (strain Duck/Taiwan/03D/2003) (DHAV) (Strain: Duck/Taiwan/03D/2003)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000000404	2023-07-14
693153-Vibrio-atlanticus	693153	Vibrio atlanticus	575788	bacterium	Reference	UP000009100		Vibrio atlanticus	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000009100	2023-07-14
693997-Alphacoronavirus-1-Alphacoronavirus-1	693997	Alphacoronavirus 1 (Alphacoronavirus-1)	11135, 11149, 11150, 11151, 11153, 12663, 33734, 398812, 454951, 454952, 502101, 627431, 627433, 627434, 711466, 906885, 1052158, 10001154, 10001624, 10001798	virus	Reference	UP000001440		Porcine transmissible gastroenteritis coronavirus (strain Purdue) (TGEV) (Strain: Purdue)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000001440	2023-07-14
693998-Rhinolophus-bat-coronavirus-HKU2-Bat-coronavirus-HKU2	693998	Rhinolophus bat coronavirus HKU2 (Bat coronavirus HKU2)	693998	virus	Representative	UP000166619	693998	Rhinolophus bat coronavirus HKU2	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000166619	2023-09-01
693999-Scotophilus-bat-coronavirus-512-Bat-coronavirus-BtCoV_512_2005	693999	Scotophilus bat coronavirus 512 (Bat coronavirus (BtCoV/512/2005))	693999	virus	Reference	UP000113079		Bat coronavirus 512/2005 (BtCoV) (BtCoV/512/2005)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000113079	2023-07-14
694003-Betacoronavirus-1	694003	Betacoronavirus 1	11128, 11131, 11132, 11134, 31631, 42005, 136187, 166124, 202496, 215681, 230236, 231422, 231432, 233262, 398808, 422214, 422216, 627439, 694003, 1479610, 2126133, 2501420, 10002018, 10002633, 10002686	virus	Reference	UP000007552		Human coronavirus OC43 (HCoV-OC43)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007552	2023-07-14
694006-Rousettus-bat-coronavirus-HKU9-Bat-coronavirus-HKU9	694006	Rousettus bat coronavirus HKU9 (Bat coronavirus HKU9)	694006	virus	Reference	UP000006576		Bat coronavirus HKU9 (BtCoV) (BtCoV/HKU9)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006576	2023-07-14
694007-Tylonycteris-bat-coronavirus-HKU4-Bat-coronavirus-HKU4	694007	Tylonycteris bat coronavirus HKU4 (Bat coronavirus HKU4)	424362, 694007	virus	Reference	UP000006574		Bat coronavirus HKU4 (BtCoV) (BtCoV/HKU4/2004) (Strain: B04f)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006574	2023-07-14
694008-Pipistrellus-bat-coronavirus-HKU5-Bat-coronavirus-HKU5	694008	Pipistrellus bat coronavirus HKU5 (Bat coronavirus HKU5)	694008	virus	Reference	UP000007451		Bat coronavirus HKU5 (BtCoV) (BtCoV/HKU5/2004)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007451	2023-07-14
694014-Avian-coronavirus	694014	Avian coronavirus	11120, 11124, 11125, 11127, 11152, 31624, 231424, 231427, 231428, 633557, 756588, 10000825, 10001431, 10002165, 10002169	virus	Reference	UP000006717		Avian infectious bronchitis virus (strain Beaudette) (IBV) (Strain: Beaudette)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000006717	2023-07-14
696859-Murine-mastadenovirus-C-Murine-adenovirus-C	696859	Murine mastadenovirus C (Murine adenovirus C)	573199	virus	Reference	UP000141842	573199	Murine adenovirus 3	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000141842	2023-07-14
696863-Sprivivirus-cyprinus-Carp-sprivivirus	696863	Sprivivirus cyprinus (Carp sprivivirus)	696863	virus	Reference	UP000007541		Spring viremia of carp virus (Rhabdovirus carpia)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007541	2023-07-14
708187-Colletotrichum-chlorophyti	708187	Colletotrichum chlorophyti	708187	other-eukaryote	Reference	UP000186583		Colletotrichum chlorophyti (Strain: NTL11)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000186583	2023-07-14
712212-Capnocytophaga-sp-oral-taxon-326	712212	Capnocytophaga sp. oral taxon 326	712212	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:712212	2023-09-01
742503-Tokudaia-muenninki-Okinawa-island-spiny-rat	742503	Tokudaia muenninki (Okinawa island spiny rat)	742503	vertebrate	Unreviewed	Unrev_742503		Tokudaia muenninki (Okinawa island spiny rat)	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:742503	2023-07-14
743375-Polistes-dominula-European-paper-wasp	743375	Polistes dominula (European paper wasp)	743375	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:743375	2023-09-01
743722-Sphingobacterium-sp-21	743722	Sphingobacterium sp. 21	743722	bacterium	Reference	UP000007808		Sphingobacterium sp. (strain 21) (Strain: 21)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007808	2023-07-14
746128-Aspergillus-fumigatus	746128	Aspergillus fumigatus	330879, 451804, 746128, 1437362	other-eukaryote	Reference	UP000002530		Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus) (Strain: ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000002530	2023-07-14
759851-Sporosarcina-newyorkensis	759851	Sporosarcina newyorkensis	759851	bacterium	Reference	UP000005316		Sporosarcina newyorkensis 2681 (Strain: 2681)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000005316	2023-07-14
761194-Pseudonocardia-sp-P1	761194	Pseudonocardia sp. P1	761194	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:761194	2023-09-01
765414-Paraburkholderia-bannensis	765414	Paraburkholderia bannensis	765414	bacterium	Other	UP000571554	765414	Paraburkholderia bannensis	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000571554	2023-09-01
863370-Meiothermus-granaticius	863370	Meiothermus granaticius	863370	bacterium	Reference	UP000266178		Meiothermus granaticius NBRC 107808 (Strain: AF-68)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000266178	2023-07-14
864596-Bat-coronavirus-BM48-31_BGR_2008	864596	Bat coronavirus BM48-31/BGR/2008	864596	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:864596	2023-09-01
864829-Cloning-vector-pPNT	864829	Cloning vector pPNT	864829	other					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:864829	2023-09-01
868131-Methanobacterium-paludis	868131	Methanobacterium paludis	868131	archeobacterium	Non-Redundant	UP000009231		Methanobacterium paludis (strain DSM 25820 / JCM 18151 / SWAN1) (Strain: DSM 25820 / JCM 18151 / SWAN1)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000009231	2023-07-14
869560-Torque-teno-sus-virus	869560	Torque teno sus virus	869560	virus					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:869560	2023-09-01
870484-Nonlabens-agnitus	870484	Nonlabens agnitus	870484	bacterium	Non-Redundant	UP000239532		Nonlabens agnitus (Strain: JCM 17109)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000239532	2023-07-14
871325-Bacteroides-faecichinchillae	871325	Bacteroides faecichinchillae	871325	bacterium	Representative	UP000184436	871325	Bacteroides faecichinchillae	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000184436	2023-09-01
875328-Mycolicibacter-sinensis	875328	Mycolicibacter sinensis	875328	bacterium	Reference	UP000009224		Mycolicibacter sinensis (strain JDM601) (Mycobacterium sinense) (Strain: JDM601)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000009224	2023-07-14
877406-Lachnospiraceae-bacterium-NK3A20	877406	Lachnospiraceae bacterium NK3A20	877406	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:877406	2023-09-01
880534-Plasmodium-sp-gorilla-clade-G1	880534	Plasmodium sp. gorilla clade G1	880534	other-eukaryote					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:880534	2023-09-01
884045-Juniperus-saxicola	884045	Juniperus saxicola	884045	plant	Unreviewed	Unrev_884045		Juniperus saxicola	https://rest.uniprot.org/uniprotkb/search?query=taxonomy:884045	2023-07-14
936554-Campylobacter-sp-FOBRC14	936554	Campylobacter sp. FOBRC14	936554	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:936554	2023-09-01
940614-Granulicella-mallensis	940614	Granulicella mallensis	940614	bacterium	Reference	UP000007113		Granulicella mallensis (strain ATCC BAA-1857 / DSM 23137 / MP5ACTX8) (Strain: ATCC BAA-1857 / DSM 23137 / MP5ACTX8)	https://rest.uniprot.org/uniprotkb/search?query=proteome:UP000007113	2023-07-14
942150-Lactiplantibacillus-xiangfangensis	942150	Lactiplantibacillus xiangfangensis	942150	bacterium					https://rest.uniprot.org/uniprotkb/search?query=taxonomy_id:942150	2023-09-01
