Species Taxon ID	Species Name	Proteome ID	Proteome Taxon	Proteome Type	Source Count	Epitope Count	Successful Source Assignment	Successful Epitope Assignment
205075	Candidatus Rickettsia tarasevichiae		205075	All-proteins	1	1	100.0	100.0
205488	Ebola virus sp.		205488	All-proteins	2	11	0.0	0.0
208226	Alkaliphilus metalliredigens	UP000001572	293826	Representative	1	1	100.0	100.0
209285	Thermochaetoides thermophila	UP000008066	759272	Representative	1	1	100.0	100.0
214856	Alistipes finegoldii	UP000006052	679935	Non-redundant	1	1	100.0	100.0
215243	Exophiala oligosperma	UP000053342	215243	Representative	1	1	100.0	100.0
215358	Larimichthys crocea	UP000424527	215358	Representative	1	3	100.0	100.0
216465	Polaromonas naphthalenivorans	UP000000644	365044	Representative	2	2	100.0	100.0
216816	Bifidobacterium longum	UP000000439	206672	Representative	3	3	100.0	100.0
217686	Little cherry virus 1	UP000207657	217686	Representative	1	1	100.0	100.0
218538	Dialister invisus	UP000004736	592028	Non-redundant	1	1	100.0	100.0
220837	Cryptosporidium sp. MNJ-1		220837	All-proteins	1	1	100.0	100.0
223337	Tobacco leaf curl Zimbabwe virus	UP000204184	223337	Other	1	1	100.0	0.0
226899	Grosmannia clavigera	UP000007796	655863	Representative	1	1	100.0	100.0
231455	Dyella japonica	UP000027987	1217721	Other	1	1	100.0	100.0
237609	Pseudomonas alkylphenolica	UP000028931	237609	Other	1	1	100.0	100.0
237895	Cryptosporidium hominis	UP000199752	237895	Other	4	4	100.0	100.0
239935	Akkermansia muciniphila	UP000001031	349741	Representative	12	13	75.0	69.23076923076923
240125	Mycobacterium parascrofulaceum	UP000003653	525368	Other	321	630	100.0	100.0
240426	Squirrelpox virus	UP000144311	240426	Representative	1	1	100.0	100.0
246437	Tupaia chinensis	UP000011518	246437	Representative	4	7	100.0	85.71428571428571
246618	Bifidobacterium thermacidophilum	UP000029003	79262	Other	1	1	100.0	0.0
246787	Bacteroides cellulosilyticus	UP000061809	246787	Non-redundant	1	1	100.0	100.0
252307	Robiginitalea biformata	UP000009049	313596	Representative	1	1	100.0	100.0
256839	Shewanella decolorationis	UP000017548	1353536	Other	6	6	100.0	83.33333333333334
257758	Streptococcus pseudopneumoniae	UP000001637	1054460	Non-redundant	1	1	100.0	100.0
259354	Desulfatibacillum alkenivorans	UP000183994	1121393	Other	1	1	100.0	100.0
261202	Alto Paraguay hantavirus		261202	All-proteins	1	3	100.0	100.0
261204	Itapua hantavirus		261204	All-proteins	5	12	100.0	100.0
261658	Cavenderia fasciculata	UP000007797	261658	Representative	1	1	100.0	100.0
263511	Crocosphaera watsonii	UP000003922	165597	Representative	1	1	100.0	100.0
263815	Pneumocystis murina	UP000011958	1069680	Representative	2	3	100.0	100.0
265606	Rhodopirellula baltica	UP000001025	243090	Representative	1	1	100.0	100.0
265619	Ornithodoros erraticus		265619	All-proteins	1	60	100.0	100.0
266779	Chelativorans sp. BNC1		266779	All-proteins	4	4	100.0	100.0
267212	Neisseria bacilliformis	UP000004105	888742	Representative	1	1	100.0	100.0
270478	Zantedeschia mild mosaic virus	UP000202900	270478	Other	1	1	100.0	100.0
272131	Nostoc punctiforme	UP000001191	63737	Representative	2	2	100.0	100.0
272636	Adeno-associated virus	UP000290640	272636	Other	4	153	75.0	6.535947712418301
273371	Candida orthopsilosis	UP000005018	1136231	Other	1	1	100.0	100.0
277944	Human coronavirus NL63	UP000008573	277944	Other	275	20518	100.0	74.57841894921532
280240	Nocardiopsis baichengensis		280240	All-proteins	1	1	0.0	0.0
283877	Leucobacter chromiireducens		283877	All-proteins	1	1	0.0	0.0
284581	Priestia koreensis	UP000037558	284581	Representative	1	1	100.0	100.0
286540	Soochong virus	UP000114195	286542	Other	1	1	100.0	100.0
290028	Human coronavirus HKU1	UP000001985	443241	Representative	170	17398	99.41176470588236	60.66214507414646
296587	Micromonas commoda	UP000002009	296587	Representative	1	1	100.0	100.0
298653	Frankia sp. EAN1pec		298653	All-proteins	2	2	100.0	100.0
300180	Mopeia Lassa virus reassortant 29	UP000099038	300180	Other	1	4	100.0	100.0
301964	CY1014 virus		301964	All-proteins	1	1	100.0	100.0
304399	Mule deerpox virus	UP000000866	305674	Representative	2	2	100.0	100.0
304895	Catenulispora acidiphila	UP000000851	479433	Representative	1	1	100.0	100.0
308159	Araucaria virus		308159	All-proteins	3	26	100.0	100.0
310542	Chimpanzee adenovirus		310542	All-proteins	1	5	100.0	0.0
311410	Roseibium album	UP000049983	311410	Representative	1	1	100.0	0.0
312185	Erbovirus A	UP000000405	650131	Reference	5	18	100.0	33.33333333333333
312306	Pseudomonas entomophila	UP000000658	384676	Other	1	1	100.0	100.0
313589	Janibacter sp. HTCC2649	UP000005063	313589	Representative	1	1	100.0	100.0
313627	Bacillus sp. NRRL B-14911	UP000004554	313627	Other	2	2	100.0	100.0
314262	Roseobacter sp. MED193	UP000005943	314262	Other	1	1	100.0	100.0
314275	Alteromonas mediterranea	UP000001870	1774373	Non-redundant	1	1	100.0	100.0
316068	Leadbetterella byssophila	UP000007435	649349	Representative	1	1	100.0	100.0
316287	Ceratogyrus marshalli		316287	All-proteins	1	1	100.0	100.0
320667	Trichosanthes dioica		320667	All-proteins	1	1	100.0	100.0
322053	Konjac mosaic virus	UP000202808	322053	Other	1	1	100.0	100.0
328812	Parabacteroides goldsteinii	UP000014140	1235789	Non-redundant	5	5	80.0	80.0
328814	Alistipes shahii	UP000008794	717959	Representative	1	1	100.0	0.0
329091	Cupressus torulosa		329091	All-proteins	1	1	0.0	0.0
329852	Emesvirus zinderi	UP000002127	12022	Representative	1	2	100.0	100.0
329854	Bacteroides intestinalis	UP000004596	471870	Non-redundant	2	2	100.0	100.0
332163	Candidatus Solibacter usitatus		332163	All-proteins	1	1	100.0	100.0
333367	Enterocloster asparagiformis	UP000004756	518636	Non-redundant	1	1	100.0	100.0
333754	Alphapapillomavirus 10	UP000104660	31552	Representative	30	361	100.0	62.603878116343495
333757	Alphapapillomavirus 8	UP000144847	10615	Representative	3	4	100.0	25.0
333766	Alphapapillomavirus 13	UP000096688	1671798	Representative	1	1	100.0	100.0
333767	Alphapapillomavirus 3	UP000172383	333772	Representative	1	1	100.0	100.0
333926	Gammapapillomavirus 1	UP000009253	10617	Representative	1	4	100.0	100.0
333990	Carnobacterium sp. AT7	UP000005587	333990	Other	1	1	100.0	100.0
334203	Mupapillomavirus 1	UP000006372	10583	Representative	11	77	100.0	83.11688311688312
334205	Nupapillomavirus 1	UP000006367	10589	Representative	1	1	100.0	100.0
334426	Angiostrongylus costaricensis	UP000267027	334426	Representative	1	1	100.0	100.0
337039	Alphapapillomavirus 2	UP000009105	333759	Representative	3	5	100.0	20.0
337041	Alphapapillomavirus 9	UP000009251	333760	Representative	103	2062	98.05825242718448	82.00775945683803
337042	Alphapapillomavirus 7	UP000009109	333761	Representative	31	487	100.0	92.1971252566735
337043	Alphapapillomavirus 4	UP000097916	333751	Representative	3	11	100.0	100.0
337044	Alphapapillomavirus 5	UP000145193	129724	Representative	4	4	100.0	0.0
337048	Alphapapillomavirus 1	UP000009117	333763	Representative	1	1	100.0	100.0
337049	Alphapapillomavirus 11	UP000246263	51033	Representative	2	2	100.0	100.0
337050	Alphapapillomavirus 6	UP000007666	10596	Representative	4	10	100.0	80.0
337051	Betapapillomavirus 1	UP000009252	333923	Representative	1	1	100.0	100.0
337052	Deltapapillomavirus 4	UP000113705	2758382	Representative	4	200	100.0	63.0
337090	Chlorobium chlorochromatii		337090	All-proteins	1	1	100.0	100.0
337810	Oratosquilla oratoria		337810	All-proteins	1	8	0.0	0.0
338079	African green monkey simian foamy virus	UP000007217	11644	Representative	1	4	100.0	25.0
338188	Bacteroides finegoldii	UP000095517	338188	Representative	1	1	100.0	100.0
338478	Macaque simian foamy virus	UP000142129	338478	Representative	1	1	100.0	100.0
339268	Mycobacterium colombiense	UP000025947	1324261	Representative	215	336	100.0	96.72619047619048
342409	White spot syndrome virus	UP000000327	654913	Representative	3	9	100.0	100.0
344880	Sphingomonas dokdonensis	UP000197290	344880	Other	7	7	100.0	100.0
345840	Palaemon modestus		345840	All-proteins	1	93	0.0	0.0
351073	Mammalian orthoreovirus	UP000007253	10884	Representative	3	4	100.0	75.0
351091	Oscillibacter valericigenes		351091	All-proteins	1	2	100.0	0.0
351745	Shewanella sp. W3-18-1	UP000002597	351745	Other	1	1	100.0	100.0
357276	Phocaeicola dorei	UP000004849	483217	Non-redundant	5	5	100.0	100.0
360549	Themiste hennahi		360549	All-proteins	1	1	100.0	100.0
363265	Prevotella stercorea	UP000004407	1002367	Other	1	1	100.0	100.0
368445	Crocodilepox virus		368445	All-proteins	2	2	0.0	0.0
369960	Porcine type-C oncovirus	UP000101055	194958	Other	5	105	80.0	73.33333333333333
370405	Gallionella capsiferriformans	UP000001235	395494	Representative	1	1	100.0	100.0
371601	Bacteroides xylanisolvens	UP000183040	371601	Non-redundant	2	2	100.0	50.0
374838	Reinekea blandensis	UP000005953	314283	Representative	1	1	100.0	100.0
376805	Phocaeicola salanitronis	UP000007486	667015	Other	1	1	100.0	100.0
386056	Paraburkholderia ferrariae		386056	All-proteins	1	1	100.0	0.0
387090	Phocaeicola coprophilus	UP000014073	547042	Other	1	2	100.0	100.0
387093	Sulfurovum sp. NBC37-1	UP000006378	387093	Other	1	1	100.0	100.0
387661	Parabacteroides johnsonii	UP000001218	999419	Representative	1	1	100.0	100.0
388634	Bombyx mandarina nuclear polyhedrosis virus		388634	All-proteins	1	1	100.0	100.0
390157	Senecavirus A	UP000000672	686944	Reference	7	141	100.0	76.59574468085107
392734	Terriglobus roseus	UP000006056	926566	Representative	1	1	100.0	100.0
393662	Congregibacter litoralis	UP000019205	314285	Representative	1	1	100.0	100.0
402648	Streptomyces hainanensis	UP000295345	402648	Representative	1	1	100.0	100.0
408580	Bacillus coahuilensis	UP000074108	1150625	Representative	1	1	100.0	0.0
408657	Dyadobacter koreensis	UP000199532	408657	Representative	1	1	100.0	100.0
410072	Coprococcus comes	UP000003793	470146	Other	1	1	100.0	100.0
413502	Cronobacter turicensis	UP000002069	693216	Non-redundant	1	1	100.0	100.0
419612	Camelus ferus	UP000030684	419612	Representative	1	1	100.0	100.0
420521	Expression vector pNIC-NHT-CF		420521	All-proteins	1	1	0.0	0.0
425088	Tanganya virus		425088	All-proteins	1	1	100.0	100.0
430511	Juquitiba virus		430511	All-proteins	1	3	100.0	100.0
439220	Streptococcus caballi		439220	All-proteins	1	1	0.0	0.0
444922	Psychromonas ossibalaenae		444922	All-proteins	1	2	0.0	0.0
446679	Nostoc sphaeroides	UP000326678	2653204	Representative	1	1	100.0	100.0
447106	Leptospira licerasiae	UP000004889	1049972	Non-redundant	1	1	100.0	100.0
452646	Neogale vison	UP000694425	452646	Representative	1	1	100.0	100.0
453927	Juniperus formosana		453927	All-proteins	1	1	0.0	0.0
456999	Rhizoctonia solani	UP000011668	983506	Representative	1	1	100.0	100.0
463676	Rhinovirus C	UP000143371	1219377	Other	9	73	100.0	78.08219178082192
465541	Streptomyces sp. Mg1	UP000035653	465541	Representative	1	1	100.0	100.0
469009	Brassica napus phytoplasma		469009	All-proteins	1	1	100.0	100.0
469613	Enterobacteriaceae bacterium 9_2_54FAA	UP000004908	469613	Other	1	1	100.0	100.0
471223	Geobacillus sp. WCH70		471223	All-proteins	2	2	100.0	100.0
472390	Prunus dulcis x Prunus persica		472390	All-proteins	1	15	100.0	100.0
479935	Gluconobacter morbifer	UP000004949	1088869	Representative	1	1	100.0	100.0
482957	Burkholderia lata	UP000002705	482957	Non-redundant	2	2	100.0	100.0
487316	Acinetobacter soli	UP000018433	1217677	Non-redundant	1	1	100.0	100.0
487317	Aequorivita capsosiphonis		487317	All-proteins	1	1	0.0	0.0
502049	Thalassospira profundimaris	UP000007365	1177928	Non-redundant	1	1	0.0	0.0
502790	Aeromonas diversa	UP000023775	1268237	Other	1	1	100.0	100.0
507750	Peptoniphilus duerdenii	UP000003280	862517	Representative	1	1	100.0	100.0
515817	Amphioctopus fangsiao		515817	All-proteins	1	1	100.0	100.0
519424	Alkalihalobacillus trypoxylicola	UP000075806	519424	Representative	1	1	100.0	100.0
543824	Synechocystis aquatilis		543824	All-proteins	1	1	0.0	0.0
545501	Oceanobacillus oncorhynchi	UP000040453	545501	Representative	1	1	100.0	100.0
545650	Sporothrix brasiliensis	UP000031575	1398154	Other	6	7	100.0	100.0
549169	Pseudogulbenkiania ferrooxidans	UP000003165	279714	Other	1	1	100.0	100.0
551760	Aromatoleum aromaticum	UP000006552	76114	Representative	1	1	100.0	100.0
558553	Crassostrea angulata		558553	All-proteins	3	34	33.33333333333333	35.294117647058826
559561	Aureobasidium namibiae	UP000027730	1043004	Representative	1	1	100.0	100.0
563466	Scedosporium apiospermum	UP000028545	563466	Representative	1	1	100.0	100.0
566466	gamma proteobacterium NOR5-3	UP000003977	566466	Other	1	1	100.0	100.0
571800	Psychrobacter sp. G	UP000014806	571800	Other	1	1	100.0	100.0
571949	Encephalitozoon romaleae	UP000010094	1178016	Other	1	1	100.0	100.0
580165	Bacillus cytotoxicus	UP000242229	580165	Non-redundant	3	3	100.0	100.0
588596	Rhizophagus irregularis	UP000018888	747089	Representative	1	1	100.0	100.0
593106	Pyrophorus angustus		593106	All-proteins	2	2	100.0	50.0
626940	Phascolarctobacterium succinatutens	UP000004923	626939	Representative	1	1	100.0	100.0
630277	Tarsius lariang		630277	All-proteins	1	1	100.0	100.0
632955	Acinetobacter rudis	UP000014568	421052	Representative	1	1	100.0	100.0
649756	Anaerostipes hadrus	UP000008960	649756	Non-redundant	1	1	100.0	100.0
651183	Aurantimonas manganoxydans	UP000000321	287752	Representative	1	1	100.0	100.0
655809	Prevotella sp. oral taxon 472	UP000005290	619693	Other	1	1	100.0	100.0
658655	Lachnospiraceae bacterium 1_4_56FAA	UP000004289	658655	Representative	1	1	100.0	100.0
664662	Borreliella bavariensis	UP000002276	290434	Non-redundant	1	1	100.0	100.0
674529	Bacteroides faecis	UP000095606	674529	Non-redundant	1	1	0.0	0.0
686984	Sapelovirus A	UP000000407	1002921	Reference	2	2	100.0	50.0
687347	Torque teno virus 8	UP000146867	687347	Other	1	6	100.0	100.0
687350	Torque teno virus 11	UP000232560	687350	Representative	1	1	100.0	100.0
687355	Torque teno virus 16	UP000144241	687355	Representative	1	4	100.0	100.0
687362	Torque teno virus 23	UP000232667	687362	Other	1	2	100.0	100.0
687366	Torque teno virus 27	UP000007551	687366	Representative	1	5	100.0	100.0
687367	Torque teno virus 28	UP000160062	687367	Representative	2	3	100.0	100.0
691956	Avihepatovirus A	UP000000404	693992	Reference	2	4	100.0	75.0
693153	Vibrio atlanticus	UP000009100	575788	Other	1	1	100.0	100.0
693997	Alphacoronavirus 1	UP000000835	33734	Representative	52	309	100.0	37.86407766990291
693998	Rhinolophus bat coronavirus HKU2	UP000166619	693998	Representative	1	2	100.0	100.0
693999	Scotophilus bat coronavirus 512	UP000113079	693999	Other	1	1	100.0	100.0
694003	Betacoronavirus 1	UP000007552	31631	Representative	740	33323	98.91891891891892	49.32929208054497
694005	Murine coronavirus	UP000007192	11142	Representative	21	1012	100.0	50.09881422924901
694006	Rousettus bat coronavirus HKU9	UP000006576	694006	Representative	2	2	100.0	100.0
694007	Tylonycteris bat coronavirus HKU4	UP000006574	694007	Representative	3	4	100.0	100.0
694008	Pipistrellus bat coronavirus HKU5	UP000007451	694008	Representative	3	3	100.0	100.0
694009	Severe acute respiratory syndrome-related coronavirus	UP000464024	2697049	Representative	386	45477	98.70466321243524	71.8451085163929
694014	Avian coronavirus	UP000006717	11122	Representative	26	115	100.0	24.347826086956523
696859	Murine mastadenovirus C	UP000141842	573199	Other	1	1	100.0	100.0
696863	Sprivivirus cyprinus	UP000007541	696863	Representative	1	1	100.0	100.0
708187	Colletotrichum chlorophyti	UP000186583	708187	Representative	1	1	100.0	100.0
742503	Tokudaia muenninki		742503	All-proteins	1	1	100.0	100.0
743722	Sphingobacterium sp. 21		743722	All-proteins	1	1	100.0	100.0
746128	Aspergillus fumigatus	UP000002530	330879	Representative	41	746	100.0	91.5549597855228
759851	Sporosarcina newyorkensis	UP000005316	1027292	Other	2	2	50.0	50.0
765414	Paraburkholderia bannensis	UP000571554	765414	Other	1	1	100.0	0.0
863370	Meiothermus granaticius	UP000266178	1227551	Representative	1	1	100.0	100.0
868131	Methanobacterium paludis	UP000009231	868131	Other	2	2	100.0	100.0
870484	Nonlabens agnitus	UP000239532	870484	Other	1	1	100.0	100.0
871325	Bacteroides faecichinchillae	UP000184436	871325	Representative	1	1	100.0	100.0
875328	Mycolicibacter sinensis	UP000009224	875328	Representative	172	276	100.0	100.0
884045	Juniperus saxicola		884045	All-proteins	1	1	0.0	0.0
905828	Duck astrovirus GII.A	UP000117347	707882	Other	1	1	100.0	100.0
940614	Granulicella mallensis	UP000007113	682795	Representative	1	1	100.0	100.0
945780	Synechocystis salina		945780	All-proteins	1	1	0.0	0.0
983924	Eidolon bat coronavirus-Kenya-KY24-2006		983924	All-proteins	1	1	100.0	100.0
983929	Chaerephon bat coronavirus-Kenya-KY22-2006		983929	All-proteins	1	1	100.0	100.0
1004253	Cyberlindnera mrakii		1004253	All-proteins	2	2	100.0	100.0
1005962	Ogataea parapolymorpha	UP000008673	871575	Representative	1	1	100.0	100.0
1016852	Banana streak CA virus	UP000208096	1016852	Other	1	23	100.0	100.0
1045775	Paenibacillus catalpae	UP000198855	1045775	Representative	1	1	100.0	100.0
1047168	Zymoseptoria brevis	UP000033647	1047168	Representative	1	1	100.0	100.0
1071379	Tetrapisispora blattae	UP000002866	1071380	Representative	1	1	100.0	100.0
1133319	Bacteroides reticulotermitis	UP000019131	1445607	Representative	1	1	100.0	100.0
1134687	Klebsiella michiganensis	UP000020202	1134687	Representative	1	1	0.0	0.0
1159904	Night heron coronavirus HKU19	UP000132721	1159904	Representative	1	1	100.0	100.0
1159907	White-eye coronavirus HKU16	UP000135406	1159907	Other	1	1	100.0	100.0
1159908	Wigeon coronavirus HKU20	UP000167590	1159908	Representative	1	1	100.0	100.0
1160968	Rabbit coronavirus HKU14	UP000145001	1160968	Representative	1	1	100.0	100.0
1173018	Phlebovirus WCH-97-HN-China-2011		1173018	All-proteins	1	67	0.0	0.0
1173701	Colletotrichum sublineola	UP000027238	1173701	Representative	1	1	100.0	100.0
1176145	Pipapillomavirus 2	UP000129308	763552	Representative	5	57	100.0	100.0
1179777	Mycoplasma feriruminatoris	UP000010753	1179777	Other	1	1	100.0	100.0
1193095	Paucilactobacillus hokkaidonensis	UP000031620	1291742	Other	1	1	100.0	100.0
1209926	Colletotrichum orchidophilum	UP000176998	1209926	Representative	1	1	100.0	100.0
1214225	Acidocella sp. MX-AZ02	UP000006217	1214225	Representative	1	1	100.0	100.0
1218488	Torque teno sus virus k2		1218488	All-proteins	1	11	100.0	0.0
1223514	Corynebacterium humireducens	UP000031524	1223515	Representative	11	11	100.0	100.0
1236180	Halopelagius longus	UP000199289	1236180	Other	1	1	100.0	100.0
1239565	Mamastrovirus 1	UP000001650	12456	Reference	1	2	100.0	0.0
1239567	Mamastrovirus 3	UP000120357	1239567	Other	2	5	100.0	80.0
1263102	Prevotella copri CAG:164	UP000018361	1263102	Representative	1	3	100.0	100.0
1268303	Rhodococcus sp. AW25M09	UP000011207	1268303	Other	2	2	100.0	100.0
1281454	Rodent hepacivirus	UP000297098	1281454	Other	4	23	50.0	73.91304347826086
1285902	Artificial vector pGEX-2T		1285902	All-proteins	1	1	0.0	0.0
1330520	Enterovirus F	UP000101796	269638	Other	2	3	100.0	66.66666666666666
1335626	Middle East respiratory syndrome-related coronavirus	UP000171868	1335626	Representative	874	55203	100.0	32.16491857326594
1337054	Paenibacillus sp. A3	UP000050308	1337054	Other	1	1	100.0	100.0
1349999	Goose astrovirus	UP000201524	1349999	Other	1	4	100.0	0.0
1355477	Bradyrhizobium diazoefficiens	UP000002526	224911	Representative	1	1	100.0	100.0
1380362	Ralstonia sp. UNC404CL21Col		1380362	All-proteins	1	1	0.0	0.0
1380386	Mycobacterium sp. URHB0044		1380386	All-proteins	1	1	0.0	0.0
1380865	Rana catesbeiana virus	UP000317581	1380865	Other	1	2	100.0	100.0
1432052	Eisenbergiella tayi	UP000094067	1432052	Non-redundant	1	3	100.0	100.0
1449063	Paenibacillus sp. UNC451MF		1449063	All-proteins	1	1	0.0	0.0
1457141	Chlamydia avium	UP000019433	1229831	Non-redundant	2	3	100.0	100.0
1457153	Chlamydia gallinacea	UP000019147	1143323	Non-redundant	2	3	100.0	100.0
1463841	Streptomyces sp. NRRL F-2580		1463841	All-proteins	1	1	0.0	0.0
1464048	Micromonospora parva		1464048	All-proteins	1	1	0.0	0.0
1472417	Butyricimonas paravirosa	UP000576368	1472417	Non-redundant	1	1	100.0	100.0
1498499	Legionella norrlandica	UP000054422	1498499	Other	1	1	100.0	100.0
1501332	Oribacterium asaccharolyticum	UP000003527	796944	Other	1	1	100.0	100.0
1508220	Bat coronavirus	UP000501844	1508220	Representative	1	1	100.0	0.0
1511891	Dependoparvovirus primate1	UP000180764	648242	Reference	12	1134	100.0	57.583774250440925
1511892	Dependoparvovirus mammalian1	UP000207583	82300	Other	1	9	100.0	100.0
1511895	Dependoparvovirus anseriform1	UP000099578	37325	Other	9	46	100.0	73.91304347826086
1513262	Gammapapillomavirus 17	UP000156843	1070417	Representative	1	1	100.0	100.0
1527299	Psychromonas sp. PRT-SC03	UP000053944	1527299	Representative	1	1	100.0	100.0
1534553	Duck aviadenovirus B	UP000516061	1520006	Representative	3	10	100.0	100.0
1564681	Carnobacterium sp. CP1	UP000064734	1564681	Representative	1	1	100.0	100.0
1566298	Paraiso Escondido virus	UP000147468	1566298	Other	1	1	100.0	100.0
1574408	Cervus canadensis		1574408	All-proteins	2	4	100.0	100.0
1631247	Mesorhizobium delmotii	UP000245698	1631247	Other	8	11	100.0	100.0
1678143	Paslahepevirus balayani	UP000006705	652674	Reference	108	2176	99.07407407407408	58.50183823529412
1678144	Avihepevirus magniiecur	UP000159379	1678144	Other	4	22	100.0	86.36363636363636
1737357	Rhizobium wenxiniae	UP000547879	1737357	Non-redundant	1	1	100.0	100.0
1776082	Shigella genomosp. SF-2015		1776082	All-proteins	1	1	0.0	0.0
1783360	Comamonas sediminis		1783360	All-proteins	1	1	100.0	100.0
1796646	Muribaculum intestinale	UP000186351	1796646	Representative	1	1	100.0	100.0
1803956	Parechovirus A	UP000000670	122962	Reference	4	11	100.0	18.181818181818183
1812858	Anaerosacchariphilus polymeriproducens	UP000255036	1812858	Representative	1	1	100.0	0.0
1821749	Cardiovirus A	UP000002319	2870365	Reference	6	23	100.0	73.91304347826086
1821750	Cardiovirus B	UP000120424	12127	Other	12	228	100.0	78.94736842105263
1849603	Enterobacteriaceae bacterium	UP000257819	1849603	Other	1	1	100.0	100.0
1855372	bacterium JGI 053	UP000218046	1855372	Representative	1	1	100.0	100.0
1868482	Carlito syrichta	UP000189704	1868482	Representative	1	1	100.0	100.0
1891726	Alphapolyomavirus quintihominis	UP000112534	493803	Representative	20	407	100.0	91.15479115479116
1891727	Alphapolyomavirus octihominis	UP000112218	862909	Representative	1	2	100.0	100.0
1891729	Alphapolyomavirus mauratus	UP000008477	1891729	Representative	1	26	100.0	100.0
1891730	Alphapolyomavirus muris	UP000008479	10636	Representative	9	74	100.0	97.2972972972973
1891762	Betapolyomavirus hominis	UP000103779	1891762	Other	13	101	100.0	97.02970297029702
1891763	Betapolyomavirus secuhominis	UP000008478	10632	Representative	43	367	100.0	83.92370572207084
1891767	Betapolyomavirus macacae	UP000007705	1891767	Representative	8	92	100.0	90.21739130434784
1891770	Betapolyomavirus secumuris	UP000158963	1891770	Representative	1	1	100.0	100.0
1895866	Verrucomicrobia bacterium 61-8		1895866	All-proteins	1	1	0.0	0.0
1897087	Orthobornavirus sciuri	UP000155354	1885248	Other	1	1	100.0	100.0
1898104	Bacteroidota bacterium	UP000509427	1898104	Representative	2	2	50.0	0.0
1898112	Rhodospirillaceae bacterium	UP000522138	1898112	Representative	1	1	100.0	0.0
1898203	Lachnospiraceae bacterium	UP000191179	1898203	Representative	2	4	50.0	0.0
1906674	Betanodavirus sp.		1906674	All-proteins	1	3	100.0	100.0
1913988	Alphaproteobacteria bacterium	UP000291202	1913988	Representative	1	1	100.0	0.0
1965089	Coronavirus HKU15	UP000115701	1586324	Representative	6	10	100.0	70.0
1965093	Hedgehog coronavirus 1	UP000101546	1385427	Representative	1	1	100.0	100.0
1972577	Vesiculovirus indiana	UP000002327	11285	Representative	10	88	100.0	94.31818181818184
1977402	Inovirus M13	UP000001836	2847073	Representative	3	3	100.0	100.0
1978231	Acidobacteriota bacterium	UP000588066	1978231	Representative	1	1	100.0	0.0
1980456	Orthohantavirus andesense	UP000204348	1980456	Representative	40	348	100.0	92.81609195402298
1980916	Novirhabdovirus piscine	UP000154838	11287	Representative	3	17	100.0	35.294117647058826
1980917	Novirhabdovirus salmonid	UP000007212	429314	Representative	1	8	100.0	100.0
1982365	Predatorvirus predator	UP000000621	543153	Representative	1	1	100.0	100.0
1985738	Teseptimavirus T7	UP000000840	10760	Representative	2	2	100.0	100.0
2015173	Ooceraea biroi	UP000053097	2015173	Representative	1	1	0.0	0.0
2015376	Bat mastadenovirus G	UP000204594	2015376	Other	1	1	100.0	100.0
2016460	Giant panda anellovirus	UP000676270	2016460	Representative	1	1	100.0	0.0
2016461	Giant panda associated gemycircularvirus	UP000268073	2016461	Representative	1	1	0.0	0.0
2024894	Acidimicrobiaceae bacterium	UP000259374	2024894	Non-redundant	1	1	100.0	100.0
2026800	Verrucomicrobiaceae bacterium	UP000293567	2026800	Representative	1	1	100.0	0.0
2029108	Bacillus sp. UMB0899		2029108	All-proteins	1	1	0.0	0.0
2030927	Bacteroidales bacterium	UP000308886	2030927	Representative	8	8	100.0	0.0
2032731	Swine acute diarrhea syndrome coronavirus		2032731	All-proteins	2	3	100.0	100.0
2034996	Tilapinevirus tilapiae	UP000201867	1549864	Representative	1	1	100.0	100.0
2044587	Schaedlerella arabinosiphila	UP000274920	2044587	Representative	5	5	100.0	60.0
2044939	Clostridia bacterium	UP000629893	2044939	Representative	3	3	33.33333333333333	0.0
2049047	Prevotellaceae bacterium	UP000245693	2049047	Non-redundant	2	2	100.0	0.0
2050018	Rodent coronavirus	UP000501448	2050018	Other	1	1	100.0	100.0
2066070	Mesorhizobium japonicum	UP000000552	266835	Non-redundant	1	1	100.0	100.0
2115988	Swine acute diarrhea syndrome related coronavirus		2115988	All-proteins	1	1	100.0	100.0
2116544	Synechococcus lacustris	UP000240206	1910958	Representative	1	1	100.0	100.0
2136182	Acinetobacter cumulans	UP000241231	2136182	Non-redundant	4	4	100.0	100.0
2169971	Visna-maedi virus	UP000106909	2169971	Other	9	124	66.66666666666666	1.6129032258064515
2169991	Mammarenavirus juninense	UP000127886	2169991	Representative	39	1010	100.0	86.33663366336634
2170193	Bornean orangutan simian foamy virus	UP000161882	221703	Representative	1	1	100.0	100.0
2170197	Guenon simian foamy virus	UP000173446	2170197	Other	1	1	100.0	100.0
2170200	Spider monkey simian foamy virus	UP000109780	2170200	Representative	1	1	100.0	100.0
2170201	Squirrel monkey simian foamy virus	UP000154225	2170201	Representative	1	1	100.0	100.0
2170206	Yellow-breasted capuchin simian foamy virus	UP000100532	2170206	Representative	1	1	100.0	100.0
2212467	Bacteroidaceae bacterium	UP000490506	2212467	Other	1	1	100.0	100.0
2282107	Pyrrhoderma noxium	UP000217199	2282107	Representative	1	1	100.0	100.0
2478486	Holophagales bacterium	UP000468330	2478486	Non-redundant	1	1	100.0	100.0
2485925	Oscillospiraceae bacterium	UP000774150	2485925	Non-redundant	1	1	100.0	100.0
