Species Key	Species ID	Species Label	Active Taxa	Group
334205-Nupapillomavirus-1-Human-papillomavirus---41	334205	Nupapillomavirus 1 (Human papillomavirus - 41)	10589	virus
334207-Betapapillomavirus-3-Human-papillomavirus---49	334207	Betapapillomavirus 3 (Human papillomavirus - 49)	69985	virus
334209-Betapapillomavirus-5-Human-papillomavirus---96	334209	Betapapillomavirus 5 (Human papillomavirus - 96)	247269	virus
334426-Angiostrongylus-costaricensis-American-rat-lungworm	334426	Angiostrongylus costaricensis (American rat lungworm)	334426	other-eukaryote
334440-Palythoa-tuberculosa	334440	Palythoa tuberculosa	334440	other-eukaryote
337039-Alphapapillomavirus-2-Human-papillomavirus---10	337039	Alphapapillomavirus 2 (Human papillomavirus - 10)	10614, 37111, 37112	virus
337041-Alphapapillomavirus-9	337041	Alphapapillomavirus 9	10585, 10586, 10587, 10598, 10618, 37120, 333760, 337041	virus
337042-Alphapapillomavirus-7	337042	Alphapapillomavirus 7	10588, 10593, 37115, 39457, 45240, 333761, 337042	virus
337043-Alphapapillomavirus-4-Human-papillomavirus---2	337043	Alphapapillomavirus 4 (Human papillomavirus - 2)	333751, 337043	virus
337044-Alphapapillomavirus-5-Human-papillomavirus---26	337044	Alphapapillomavirus 5 (Human papillomavirus - 26)	10595, 37121, 333762	virus
337048-Alphapapillomavirus-1-Human-papillomavirus---32	337048	Alphapapillomavirus 1 (Human papillomavirus - 32)	333763	virus
337049-Alphapapillomavirus-11-Human-papillomavirus---34	337049	Alphapapillomavirus 11 (Human papillomavirus - 34)	51033	virus
337050-Alphapapillomavirus-6-Human-papillomavirus---53	337050	Alphapapillomavirus 6 (Human papillomavirus - 53)	10596, 10611, 333765	virus
337051-Betapapillomavirus-1	337051	Betapapillomavirus 1	333923, 337051	virus
337052-Deltapapillomavirus-4-Bos-taurus-Papillomavirus-type-1	337052	Deltapapillomavirus 4 (Bos taurus Papillomavirus type-1)	337052, 2758382	virus
337090-Chlorobium-chlorochromatii-epibiont-of-the-phototrophic-consortium-\Chlorochromatium-aggregatum\	337090	"Chlorobium chlorochromatii (epibiont of the phototrophic consortium \""Chlorochromatium aggregatum\"")"	337090, 340177	bacterium
337810-Oratosquilla-oratoria	337810	Oratosquilla oratoria	337810	other-eukaryote
338079-African-green-monkey-simian-foamy-virus	338079	African green monkey simian foamy virus	338079	virus
338188-Bacteroides-finegoldii	338188	Bacteroides finegoldii	338188, 483215	bacterium
338478-Macaque-simian-foamy-virus-Simian-foamy-virus-TYPE-1	338478	Macaque simian foamy virus (Simian foamy virus (TYPE 1))	338478	virus
339268-Mycobacterium-colombiense	339268	Mycobacterium colombiense	1041522	bacterium
342409-White-spot-syndrome-virus-White-spot-syndrome-virus-1	342409	White spot syndrome virus (White spot syndrome virus 1)	92652, 342409	virus
342668-Pseudogymnoascus-verrucosus	342668	Pseudogymnoascus verrucosus	342668	other-eukaryote
344880-Sphingomonas-dokdonensis	344880	Sphingomonas dokdonensis	344880	bacterium
345840-Palaemon-modestus	345840	Palaemon modestus	345840	other-eukaryote
351073-Mammalian-orthoreovirus	351073	Mammalian orthoreovirus	10884, 10886, 351073, 538123	virus
351091-Oscillibacter-valericigenes	351091	Oscillibacter valericigenes	351091	bacterium
351745-Shewanella-sp-W3-18-1	351745	Shewanella sp. W3-18-1	351745	bacterium
357276-Phocaeicola-dorei	357276	Phocaeicola dorei	357276, 483217	bacterium
358766-Methanoregula-boonei	358766	Methanoregula boonei	456442	archeobacterium
360412-Longilinea-arvoryzae	360412	Longilinea arvoryzae	360412	bacterium
360549-Themiste-hennahi	360549	Themiste hennahi	360549	other-eukaryote
363265-Prevotella-stercorea	363265	Prevotella stercorea	363265	bacterium
363747-Langur-virus	363747	Langur virus	240594, 363747	virus
363952-Comamonas-thiooxydans	363952	Comamonas thiooxydans	363952	bacterium
366059-Erebiola-butleri	366059	Erebiola butleri	366059	other-eukaryote
367477-Microbacterium-sp-XT11	367477	Microbacterium sp. XT11	367477	bacterium
368445-Crocodilepox-virus	368445	Crocodilepox virus	368445	virus
370405-Gallionella-capsiferriformans	370405	Gallionella capsiferriformans	395494	bacterium
371042-Erwinia-typographi	371042	Erwinia typographi	371042	bacterium
371601-Bacteroides-xylanisolvens	371601	Bacteroides xylanisolvens	371601	bacterium
373098-Gambierdiscus-toxicus	373098	Gambierdiscus toxicus	373098	other-eukaryote
374838-Reinekea-blandensis	374838	Reinekea blandensis	314283	bacterium
375929-Natranaerobius-thermophilus	375929	Natranaerobius thermophilus	457570	bacterium
376805-Phocaeicola-salanitronis	376805	Phocaeicola salanitronis	667015	bacterium
386056-Paraburkholderia-ferrariae	386056	Paraburkholderia ferrariae	386056	bacterium
387005-Onchocerca-flexuosa	387005	Onchocerca flexuosa	387005	other-eukaryote
387090-Phocaeicola-coprophilus	387090	Phocaeicola coprophilus	387090	bacterium
387093-Sulfurovum-sp-NBC37-1	387093	Sulfurovum sp. NBC37-1	387093	bacterium
387661-Parabacteroides-johnsonii	387661	Parabacteroides johnsonii	387661	bacterium
388634-Bombyx-mandarina-nuclear-polyhedrosis-virus	388634	Bombyx mandarina nuclear polyhedrosis virus	388634	virus
389657-Corynebacterium-pekinense	389657	Corynebacterium pekinense	389657	bacterium
390157-Senecavirus-A-Seneca-valley-virus	390157	Senecavirus A (Seneca valley virus)	390157, 10002579, 10002853	virus
392734-Terriglobus-roseus	392734	Terriglobus roseus	392734	bacterium
393662-Congregibacter-litoralis	393662	Congregibacter litoralis	314285	bacterium
397288-Lachnospiraceae-bacterium-3-1	397288	Lachnospiraceae bacterium 3-1	397288	bacterium
402648-Streptomyces-hainanensis	402648	Streptomyces hainanensis	402648	bacterium
408172-marine-metagenome	408172	marine metagenome	408172	other
408580-Bacillus-coahuilensis	408580	Bacillus coahuilensis	441769	bacterium
408657-Dyadobacter-koreensis	408657	Dyadobacter koreensis	408657	bacterium
408722-Grammomys-gazellae	408722	Grammomys gazellae	408722	vertebrate
410072-Coprococcus-comes	410072	Coprococcus comes	410072	bacterium
411874-Adenoviral-vector-pE2	411874	Adenoviral vector pE2	411874	other
412755-marine-sediment-metagenome	412755	marine sediment metagenome	412755	other
413502-Cronobacter-turicensis	413502	Cronobacter turicensis	413502	bacterium
419612-Camelus-ferus-Wild-Bactrian-camel	419612	Camelus ferus (Wild Bactrian camel)	419612	vertebrate
420521-Expression-vector-pNIC-NHT-CF	420521	Expression vector pNIC-NHT-CF	420521	other
423460-Basidiobolus-meristosporus	423460	Basidiobolus meristosporus	1314790	other-eukaryote
425088-Tanganya-virus	425088	Tanganya virus	425088	virus
429338-Cloning-vector-pD-MAL1	429338	Cloning vector pD-MAL1	429338	other
430511-Juquitiba-virus	430511	Juquitiba virus	430511	virus
439220-Streptococcus-caballi	439220	Streptococcus caballi	439220	bacterium
441976-Asian-leopard-cat-coronavirus-Guangxi_F230_2006	441976	Asian leopard cat coronavirus Guangxi/F230/2006	441976	virus
444163-Brucella-microti	444163	Brucella microti	568815	bacterium
444922-Psychromonas-ossibalaenae	444922	Psychromonas ossibalaenae	444922	bacterium
446679-Nostoc-sphaeroides	446679	Nostoc sphaeroides	446679	bacterium
447106-Leptospira-licerasiae	447106	Leptospira licerasiae	447106	bacterium
447135-Myodes-glareolus-bank-vole	447135	Myodes glareolus (bank vole)	447135	vertebrate
451644-Mycolicibacterium-conceptionense	451644	Mycolicibacterium conceptionense	451644	bacterium
452646-Neogale-vison-mink	452646	Neogale vison (mink)	452646	vertebrate
453927-Juniperus-formosana	453927	Juniperus formosana	453927	plant
455045-Abelmoschus-esculentus-gumbo	455045	Abelmoschus esculentus (gumbo)	455045	plant
456999-Rhizoctonia-solani	456999	Rhizoctonia solani	456999, 983506	other-eukaryote
457393-Bacteroides-sp-4_1_36	457393	Bacteroides sp. 4_1_36	457393	bacterium
463676-Rhinovirus-C-Human-rhinovirus-C	463676	Rhinovirus C (Human rhinovirus C)	463676, 1219377	virus
465541-Streptomyces-sp-Mg1	465541	Streptomyces sp. Mg1	465541	bacterium
469009-Brassica-napus-phytoplasma	469009	'Brassica napus' phytoplasma	469009	bacterium
469593-Bacteroides-sp-3_1_40A	469593	Bacteroides sp. 3_1_40A	469593	bacterium
469613-Enterobacteriaceae-bacterium-9_2_54FAA	469613	Enterobacteriaceae bacterium 9_2_54FAA	469613	bacterium
470565-Prevotella-histicola	470565	Prevotella histicola	470565	bacterium
471223-Geobacillus-sp-WCH70	471223	Geobacillus sp. WCH70	471223	bacterium
472390-Prunus-dulcis-x-Prunus-persica	472390	Prunus dulcis x Prunus persica	472390	plant
476176-Moraea-pallida	476176	Moraea pallida	476176	plant
479935-Gluconobacter-morbifer	479935	Gluconobacter morbifer	479935	bacterium
480421-Pueraria-candollei	480421	Pueraria candollei	861244	plant
482957-Burkholderia-lata	482957	Burkholderia lata	482957	bacterium
487316-Acinetobacter-soli	487316	Acinetobacter soli	487316	bacterium
487317-Aequorivita-capsosiphonis	487317	Aequorivita capsosiphonis	487317	bacterium
487797-Flavobacteria-bacterium-MS024-3C	487797	Flavobacteria bacterium MS024-3C	487797	bacterium
492670-Bacillus-velezensis	492670	Bacillus velezensis	492670	bacterium
498019-[Candida]-auris	498019	[Candida] auris	498019	other-eukaryote
502049-Thalassospira-profundimaris	502049	Thalassospira profundimaris	502049	bacterium
502394-Deinococcus-gobiensis	502394	Deinococcus gobiensis	745776	bacterium
502790-Aeromonas-diversa	502790	Aeromonas diversa	502790	bacterium
507750-Peptoniphilus-duerdenii	507750	Peptoniphilus duerdenii	507750	bacterium
515817-Amphioctopus-fangsiao	515817	Amphioctopus fangsiao	515817	other-eukaryote
519424-Alkalihalobacillus-trypoxylicola	519424	Alkalihalobacillus trypoxylicola	519424	bacterium
520031-Hemiscorpius-lepturus	520031	Hemiscorpius lepturus	520031	other-eukaryote
523103-Trichophyton-mentagrophytes	523103	Trichophyton mentagrophytes	523103	other-eukaryote
529818-Thecamonas-trahens	529818	Thecamonas trahens	461836	other-eukaryote
543824-Synechocystis-aquatilis	543824	Synechocystis aquatilis	543824	bacterium
545501-Oceanobacillus-oncorhynchi	545501	Oceanobacillus oncorhynchi	545501	bacterium
545650-Sporothrix-brasiliensis	545650	Sporothrix brasiliensis	1398154	other-eukaryote
549169-Pseudogulbenkiania-ferrooxidans	549169	Pseudogulbenkiania ferrooxidans	549169	bacterium
551760-Aromatoleum-aromaticum	551760	Aromatoleum aromaticum	76114, 551760	bacterium
557451-Symbiobacterium-terraclitae	557451	Symbiobacterium terraclitae	557451	bacterium
558553-Crassostrea-angulata-Portugese-oyster	558553	Crassostrea angulata (Portugese oyster)	558553	other-eukaryote
559561-Aureobasidium-namibiae	559561	Aureobasidium namibiae	559561, 1043004	other-eukaryote
563466-Scedosporium-apiospermum	563466	Scedosporium apiospermum	563466	other-eukaryote
566037-[Ashbya]-aceris-nom-inval	566037	[Ashbya] aceris (nom. inval.)	566037	other-eukaryote
566270-Spodoptera-litura-nucleopolyhedrovirus-II	566270	Spodoptera litura nucleopolyhedrovirus II	566270	virus
566466-gamma-proteobacterium-NOR5-3	566466	gamma proteobacterium NOR5-3	566466	bacterium
571800-Psychrobacter-sp-G	571800	Psychrobacter sp. G	571800	bacterium
571949-Encephalitozoon-romaleae	571949	Encephalitozoon romaleae	1178016	other-eukaryote
573569-Francisella-salina	573569	Francisella salina	573569	bacterium
574930-Parabacteroides-gordonii	574930	Parabacteroides gordonii	574930	bacterium
575864-recombinant-coronavirus	575864	recombinant coronavirus	575864	other
580165-Bacillus-cytotoxicus	580165	Bacillus cytotoxicus	315749, 580165	bacterium
585544-Bacteroides-sp-D22	585544	Bacteroides sp. D22	585544	bacterium
588596-Rhizophagus-irregularis	588596	Rhizophagus irregularis	588596	other-eukaryote
593106-Pyrophorus-angustus	593106	Pyrophorus angustus	593107	other-eukaryote
626931-Bacteroides-oleiciplenus	626931	Bacteroides oleiciplenus	626931	bacterium
626940-Phascolarctobacterium-succinatutens	626940	Phascolarctobacterium succinatutens	626939, 626940	bacterium
630277-Tarsius-lariang-Lariang-tarsier	630277	Tarsius lariang (Lariang tarsier)	630277	vertebrate
632955-Acinetobacter-rudis	632955	Acinetobacter rudis	632955	bacterium
645161-Human-bocavirus-4	645161	Human bocavirus 4	645161	virus
647221-Plasmodium-gaboni	647221	Plasmodium gaboni	647221	other-eukaryote
649756-Anaerostipes-hadrus	649756	Anaerostipes hadrus	649756, 649757	bacterium
651183-Aurantimonas-manganoxydans	651183	Aurantimonas manganoxydans	287752, 651183	bacterium
652708-Bacteroidetes-oral-taxon-274	652708	Bacteroidetes oral taxon 274	575590	bacterium
655809-Prevotella-sp-oral-taxon-472	655809	Prevotella sp. oral taxon 472	619693	bacterium
655981-Pseudogymnoascus-destructans	655981	Pseudogymnoascus destructans	655981	other-eukaryote
658655-Lachnospiraceae-bacterium-1_4_56FAA	658655	Lachnospiraceae bacterium 1_4_56FAA	658655	bacterium
664662-Borreliella-bavariensis	664662	Borreliella bavariensis	664662	bacterium
674529-Bacteroides-faecis	674529	Bacteroides faecis	674529	bacterium
686984-Sapelovirus-A-Porcine-enterovirus-A	686984	Sapelovirus A (Porcine enterovirus A)	686984, 1002921	virus
687347-Torque-teno-virus-8	687347	Torque teno virus 8	687347	virus
687350-Torque-teno-virus-11	687350	Torque teno virus 11	687350	virus
687355-Torque-teno-virus-16	687355	Torque teno virus 16	687355	virus
687362-Torque-teno-virus-23	687362	Torque teno virus 23	687362	virus
687366-Torque-teno-virus-27	687366	Torque teno virus 27	687366	virus
687367-Torque-teno-virus-28	687367	Torque teno virus 28	687367	virus
691956-Avihepatovirus-A-Duck-hepatitis-A-virus	691956	Avihepatovirus A (Duck hepatitis A virus)	691956, 1006061, 1006063, 10002132, 10002151, 10002152	virus
693153-Vibrio-atlanticus	693153	Vibrio atlanticus	575788	bacterium
693997-Alphacoronavirus-1-Alphacoronavirus-1	693997	Alphacoronavirus 1 (Alphacoronavirus-1)	11135, 11149, 11150, 11151, 11153, 12663, 33734, 398812, 454951, 454952, 502101, 627431, 627433, 627434, 711466, 906885, 1052158, 10001154, 10001624, 10001798	virus
693998-Rhinolophus-bat-coronavirus-HKU2-Bat-coronavirus-HKU2	693998	Rhinolophus bat coronavirus HKU2 (Bat coronavirus HKU2)	693998	virus
693999-Scotophilus-bat-coronavirus-512-Bat-coronavirus-BtCoV_512_2005	693999	Scotophilus bat coronavirus 512 (Bat coronavirus (BtCoV/512/2005))	693999	virus
694003-Betacoronavirus-1	694003	Betacoronavirus 1	11128, 11131, 11132, 11134, 31631, 42005, 136187, 166124, 202496, 215681, 230236, 231422, 231432, 233262, 398808, 422214, 422216, 627439, 694003, 1479610, 2126133, 2501420, 10002018, 10002633, 10002686	virus
694006-Rousettus-bat-coronavirus-HKU9-Bat-coronavirus-HKU9	694006	Rousettus bat coronavirus HKU9 (Bat coronavirus HKU9)	694006	virus
694007-Tylonycteris-bat-coronavirus-HKU4-Bat-coronavirus-HKU4	694007	Tylonycteris bat coronavirus HKU4 (Bat coronavirus HKU4)	424362, 694007	virus
694008-Pipistrellus-bat-coronavirus-HKU5-Bat-coronavirus-HKU5	694008	Pipistrellus bat coronavirus HKU5 (Bat coronavirus HKU5)	694008	virus
694014-Avian-coronavirus	694014	Avian coronavirus	11120, 11124, 11125, 11127, 11152, 31624, 231424, 231427, 231428, 633557, 756588, 10000825, 10001431, 10002165, 10002169	virus
696859-Murine-mastadenovirus-C-Murine-adenovirus-C	696859	Murine mastadenovirus C (Murine adenovirus C)	573199	virus
696863-Sprivivirus-cyprinus-Carp-sprivivirus	696863	Sprivivirus cyprinus (Carp sprivivirus)	696863	virus
708187-Colletotrichum-chlorophyti	708187	Colletotrichum chlorophyti	708187	other-eukaryote
712212-Capnocytophaga-sp-oral-taxon-326	712212	Capnocytophaga sp. oral taxon 326	712212	bacterium
742503-Tokudaia-muenninki-Okinawa-island-spiny-rat	742503	Tokudaia muenninki (Okinawa island spiny rat)	742503	vertebrate
743375-Polistes-dominula-European-paper-wasp	743375	Polistes dominula (European paper wasp)	743375	other-eukaryote
743722-Sphingobacterium-sp-21	743722	Sphingobacterium sp. 21	743722	bacterium
746128-Aspergillus-fumigatus	746128	Aspergillus fumigatus	330879, 451804, 746128, 1437362	other-eukaryote
759851-Sporosarcina-newyorkensis	759851	Sporosarcina newyorkensis	759851	bacterium
761194-Pseudonocardia-sp-P1	761194	Pseudonocardia sp. P1	761194	bacterium
765414-Paraburkholderia-bannensis	765414	Paraburkholderia bannensis	765414	bacterium
863370-Meiothermus-granaticius	863370	Meiothermus granaticius	863370	bacterium
864596-Bat-coronavirus-BM48-31_BGR_2008	864596	Bat coronavirus BM48-31/BGR/2008	864596	virus
864829-Cloning-vector-pPNT	864829	Cloning vector pPNT	864829	other
868131-Methanobacterium-paludis	868131	Methanobacterium paludis	868131	archeobacterium
869560-Torque-teno-sus-virus	869560	Torque teno sus virus	869560	virus
870484-Nonlabens-agnitus	870484	Nonlabens agnitus	870484	bacterium
871325-Bacteroides-faecichinchillae	871325	Bacteroides faecichinchillae	871325	bacterium
875328-Mycolicibacter-sinensis	875328	Mycolicibacter sinensis	875328	bacterium
877406-Lachnospiraceae-bacterium-NK3A20	877406	Lachnospiraceae bacterium NK3A20	877406	bacterium
880534-Plasmodium-sp-gorilla-clade-G1	880534	Plasmodium sp. gorilla clade G1	880534	other-eukaryote
884045-Juniperus-saxicola	884045	Juniperus saxicola	884045	plant
936554-Campylobacter-sp-FOBRC14	936554	Campylobacter sp. FOBRC14	936554	bacterium
940614-Granulicella-mallensis	940614	Granulicella mallensis	940614	bacterium
942150-Lactiplantibacillus-xiangfangensis	942150	Lactiplantibacillus xiangfangensis	942150	bacterium
945780-Synechocystis-salina	945780	Synechocystis salina	945782	bacterium
983924-Eidolon-bat-coronavirus_Kenya_KY24_2006-Bat-coronavirus-BtKY24_Eidolon-helvum_Kenya_2006	983924	Eidolon bat coronavirus/Kenya/KY24/2006 (Bat coronavirus BtKY24/Eidolon helvum/Kenya/2006)	983924	virus
983929-Chaerephon-bat-coronavirus_Kenya_KY22_2006-Bat-coronavirus-BtKY22_Chaerephon-sp_Kenya_2006	983929	Chaerephon bat coronavirus/Kenya/KY22/2006 (Bat coronavirus BtKY22/Chaerephon sp./Kenya/2006)	983929	virus
985002-Staphylococcus-argenteus	985002	Staphylococcus argenteus	985002	bacterium
999141-Halomonas-sp-TD01	999141	Halomonas sp. TD01	999141	bacterium
1000586-Carrizal-virus	1000586	Carrizal virus	1000586	virus
1000587-Huitzilac-virus	1000587	Huitzilac virus	1000587	virus
1004253-Cyberlindnera-mrakii	1004253	Cyberlindnera mrakii	1004253	other-eukaryote
1005962-Ogataea-parapolymorpha	1005962	Ogataea parapolymorpha	871575, 1005962	other-eukaryote
1016852-Banana-streak-CA-virus-Banana-streak-Cavendish-virus	1016852	Banana streak CA virus (Banana streak Cavendish virus)	1016852	virus
1028682-Centruroides-tecomanus	1028682	Centruroides tecomanus	1028682	other-eukaryote
1042646-Gadus-chalcogrammus-Alaska-pollock	1042646	Gadus chalcogrammus (Alaska pollock)	1042646	vertebrate
1043007-Crotalus-simus	1043007	Crotalus simus	1043007	vertebrate
1045775-Paenibacillus-catalpae	1045775	Paenibacillus catalpae	1045775	bacterium
1047168-Zymoseptoria-brevis	1047168	Zymoseptoria brevis	1047168	other-eukaryote
1071379-Tetrapisispora-blattae	1071379	Tetrapisispora blattae	1071379, 1071380	other-eukaryote
1095727-Streptococcus-sp-SK643	1095727	Streptococcus sp. SK643	1095727	bacterium
1100878-Hokkaido-virus	1100878	Hokkaido virus	1100878	virus
1108849-Penicillium-rubens	1108849	Penicillium rubens	1108849	other-eukaryote
1114970-Pseudomonas-ogarae	1114970	Pseudomonas ogarae	1114970	bacterium
1128427-filamentous-cyanobacterium-ESFC-1-Cyclospexia-valenium-ESFC-1	1128427	filamentous cyanobacterium ESFC-1 (Cyclospexia valenium ESFC-1)	1128427	bacterium
1133319-Bacteroides-reticulotermitis	1133319	Bacteroides reticulotermitis	1133319	bacterium
1134687-Klebsiella-michiganensis	1134687	Klebsiella michiganensis	1134687	bacterium
1157986-Wohlfahrtiimonas-larvae	1157986	Wohlfahrtiimonas larvae	1157986	bacterium
1159556-Ustilaginoidea-virens	1159556	Ustilaginoidea virens	1159556	other-eukaryote
1159904-Night-heron-coronavirus-HKU19-Night-heron-coronavirus-HKU19	1159904	Night heron coronavirus HKU19 (Night-heron coronavirus HKU19)	1159904	virus
1159907-White-eye-coronavirus-HKU16	1159907	White-eye coronavirus HKU16	1159907	virus
1159908-Wigeon-coronavirus-HKU20	1159908	Wigeon coronavirus HKU20	1159908	virus
1160968-Rabbit-coronavirus-HKU14	1160968	Rabbit coronavirus HKU14	1160968	virus
1173018-Phlebovirus-WCH_97_HN_China_2011	1173018	Phlebovirus WCH/97/HN/China/2011	1173018	virus
1173701-Colletotrichum-sublineola	1173701	Colletotrichum sublineola	1173701	other-eukaryote
1176145-Pipapillomavirus-2	1176145	Pipapillomavirus 2	763552	virus
1176484-Canine-vesivirus-Canine-calicivirus	1176484	Canine vesivirus (Canine calicivirus)	1176484	virus
1179777-Mycoplasma-feriruminatoris	1179777	Mycoplasma feriruminatoris	1179777	bacterium
1193095-Paucilactobacillus-hokkaidonensis	1193095	Paucilactobacillus hokkaidonensis	1193095	bacterium
1193974-Human-enterovirus	1193974	Human enterovirus	1193974	virus
1204543-Silviavirus-SA11-Staphylococcus-virus-SA11	1204543	Silviavirus SA11 (Staphylococcus virus SA11)	1204543	virus
1207039-Gallaecimonas-xiamenensis	1207039	Gallaecimonas xiamenensis	1207039	bacterium
1209926-Colletotrichum-orchidophilum	1209926	Colletotrichum orchidophilum	1209926	other-eukaryote
1214225-Acidocella-sp-MX-AZ02	1214225	Acidocella sp. MX-AZ02	1214225	bacterium
1218488-Torque-teno-sus-virus-k2-Torque-teno-sus-virus-3	1218488	Torque teno sus virus k2 (Torque teno sus virus 3)	1218488	virus
1219581-Actinomyces-sp-S4-C9	1219581	Actinomyces sp. S4-C9	1219581	bacterium
1223514-Corynebacterium-humireducens	1223514	Corynebacterium humireducens	1223514	bacterium
1235797-Oscillibacter-sp-1-3	1235797	Oscillibacter sp. 1-3	1235797	bacterium
1235803-Parabacteroides-sp-ASF519	1235803	Parabacteroides sp. ASF519	1235803	bacterium
1236180-Halopelagius-longus	1236180	Halopelagius longus	1236180	archeobacterium
1239565-Mamastrovirus-1-Mamastrovirus-1	1239565	Mamastrovirus 1 (Mamastrovirus-1)	12456, 43358	virus
1239567-Mamastrovirus-3-Porcine-astrovirus	1239567	Mamastrovirus 3 (Porcine astrovirus)	1239567, 10002484	virus
1263035-Alistipes-finegoldii-CAG:68	1263035	Alistipes finegoldii CAG:68	1263035	bacterium
1263102-Prevotella-copri-CAG:164	1263102	Prevotella copri CAG:164	1263102	bacterium
1263103-Prevotella-stercorea-CAG:629	1263103	Prevotella stercorea CAG:629	1263103	bacterium
1268303-Rhodococcus-sp-AW25M09	1268303	Rhodococcus sp. AW25M09	1268303	bacterium
1281454-Rodent-hepacivirus	1281454	Rodent hepacivirus	1281454	virus
1285902-Artificial-vector-pGEX-2T	1285902	Artificial vector pGEX-2T	1285902	other
1291556-Nonomuraea-fuscirosea	1291556	Nonomuraea fuscirosea	1291556	bacterium
1303334-Human-polyomavirus-12	1303334	Human polyomavirus 12	1303334	virus
1303514-Diaporthe-toxica	1303514	Diaporthe toxica	1303514	other-eukaryote
1330520-Enterovirus-F	1330520	Enterovirus F	269638, 1330520	virus
1335626-Middle-East-respiratory-syndrome-related-coronavirus-MERS-coronavirus	1335626	Middle East respiratory syndrome-related coronavirus (MERS coronavirus)	1235996, 1263720, 1306931, 1335626, 1368314, 1495253	virus
1337054-Paenibacillus-sp-A3	1337054	Paenibacillus sp. A3	1337054	bacterium
1338344-Ambigolimax-valentianus	1338344	Ambigolimax valentianus	1338344	other-eukaryote
1349999-Goose-astrovirus	1349999	Goose astrovirus	1349999	virus
1355477-Bradyrhizobium-diazoefficiens	1355477	Bradyrhizobium diazoefficiens	1355477	bacterium
1380362-Ralstonia-sp-UNC404CL21Col	1380362	Ralstonia sp. UNC404CL21Col	1380362	bacterium
1380386-Mycobacterium-sp-URHB0044	1380386	Mycobacterium sp. URHB0044	1380386	bacterium
1380865-Rana-catesbeiana-virus	1380865	Rana catesbeiana virus	1380865	virus
1392244-Kalmanozyma-brasiliensis	1392244	Kalmanozyma brasiliensis	1365824	other-eukaryote
1400860-Candidatus-Contendobacter-odensis-Contendobacter-odensis	1400860	Candidatus Contendobacter odensis (Contendobacter odensis)	1400861	bacterium
1415839-Bat-SARS-like-coronavirus-Rs4081	1415839	Bat SARS-like coronavirus Rs4081	1415839	virus
1415840-Bat-SARS-like-coronavirus-Rs4084	1415840	Bat SARS-like coronavirus Rs4084	1415840	virus
1428624-Streptomyces-sp-MUSC-125	1428624	Streptomyces sp. MUSC 125	1428624	bacterium
1432052-Eisenbergiella-tayi	1432052	Eisenbergiella tayi	1432052	bacterium
1449063-Paenibacillus-sp-UNC451MF	1449063	Paenibacillus sp. UNC451MF	1449063	bacterium
1457141-Chlamydia-avium	1457141	Chlamydia avium	1229831, 1457141	bacterium
1457153-Chlamydia-gallinacea	1457153	Chlamydia gallinacea	1457153	bacterium
1458515-Tenacibaculum-piscium	1458515	Tenacibaculum piscium	1458515	bacterium
1463841-Streptomyces-sp-NRRL-F-2580	1463841	Streptomyces sp. NRRL F-2580	1463841	bacterium
1464048-Micromonospora-parva	1464048	Micromonospora parva	1464048	bacterium
1472417-Butyricimonas-paravirosa	1472417	Butyricimonas paravirosa	1472417	bacterium
1485217-Massilia-eurypsychrophila	1485217	Massilia eurypsychrophila	1485217	bacterium
1498499-Legionella-norrlandica	1498499	Legionella norrlandica	1498499	bacterium
1501332-Oribacterium-asaccharolyticum	1501332	Oribacterium asaccharolyticum	1501332	bacterium
1501983-Cloning-vector-pTVDll42AEmerald	1501983	Cloning vector pTVDll42AEmerald	1501983	other
1508220-Bat-coronavirus	1508220	Bat coronavirus	1508220	virus
1511891-Dependoparvovirus-primate1-Adeno-associated-dependoparvovirus-A	1511891	Dependoparvovirus primate1 (Adeno-associated dependoparvovirus A)	10804, 57579, 68558, 85106, 202812, 202813, 235455, 648242, 1511891	virus
1511895-Dependoparvovirus-anseriform1-Anseriform-dependoparvovirus-1	1511895	Dependoparvovirus anseriform1 (Anseriform dependoparvovirus 1)	37325, 38251	virus
1513262-Gammapapillomavirus-17	1513262	Gammapapillomavirus 17	1070417	virus
1527299-Psychromonas-sp-PRT-SC03	1527299	Psychromonas sp. PRT-SC03	1527299	bacterium
1532555-Brevundimonas-sp-DS20	1532555	Brevundimonas sp. DS20	1532555	bacterium
1534553-Duck-aviadenovirus-B	1534553	Duck aviadenovirus B	1534553, 2233538	virus
1564681-Carnobacterium-sp-CP1	1564681	Carnobacterium sp. CP1	1564681	bacterium
1566201-Pseudomonas-sp-NFACC45	1566201	Pseudomonas sp. NFACC45	1566201	bacterium
1566298-Paraiso-Escondido-virus	1566298	Paraiso Escondido virus	1566298	virus
1567473-Mycobacterium-phage-Milly-Mycobacteriophage-Milly	1567473	Mycobacterium phage Milly (Mycobacteriophage Milly)	1567473	virus
1574408-Cervus-canadensis-elk	1574408	Cervus canadensis (elk)	9864, 1574408	vertebrate
1579311-Camelidae-mixed-library	1579311	Camelidae mixed library	1579311	vertebrate
1581074-Granulicatella-sp-HMSC31F03	1581074	Granulicatella sp. HMSC31F03	1581074	bacterium
1581419-Amblyomma-sculptum	1581419	Amblyomma sculptum	1581419	other-eukaryote
1615674-Pseudomonas-lactis	1615674	Pseudomonas lactis	1615674	bacterium
