Unnamed: 0	Organism ID	Organism Name	Accession	Protein Name	Parent Database	Parent Accession	Parent Name	Unnamed: 7	Unnamed: 8	Unnamed: 9	Accession Gene
1857	11320	Influenza A virus	327407019	nucleocapsid protein [Influenza A virus (A/Boston/6/2009(H1N1))]	UniProt	P03466	Nucleoprotein				NP
1858	11320	Influenza A virus	AEK65479.1	nucleocapsid protein [Influenza A virus (A/environment/New York/63806-2/2005(H7N2))]	UniProt	P03466	Nucleoprotein				NP
1859	11320	Influenza A virus	357541349	nucleocapsid protein [Influenza A virus (A/Medellin/WRAIR1297P/2008(H1N1))]	UniProt	P03466	Nucleoprotein				NP
1860	11320	Influenza A virus	AFG99153.1	nucleocapsid protein [Influenza A virus (A/Netherlands/241/1982(H3N2))]	UniProt	P03466	Nucleoprotein				NP
1861	11320	Influenza A virus	ADL60243.1	nucleocapsid protein [Influenza A virus (A/Peru/WRAIR1295P/2007(H1N1))]	UniProt	P03466	Nucleoprotein				NP
1862	11320	Influenza A virus	AQY18915.1	nucleocapsid protein [Influenza A virus (A/Tehran/Sm05/2015(H1N1))]	UniProt	P03466	Nucleoprotein				NP
1863	11320	Influenza A virus	AAW78291.1	nucleocapsid protein, partial [Influenza A virus (A/duck/Korea/S8/03(H3N2))]	UniProt	P03466	Nucleoprotein				NP
1864	11320	Influenza A virus	AAF87337.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1865	11320	Influenza A virus	AAR12367.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1866	11320	Influenza A virus	AAV48549.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1867	11320	Influenza A virus	AAD49020.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1868	11320	Influenza A virus	ABY16766.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1869	11320	Influenza A virus	P16986.1	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1870	11320	Influenza A virus	P26073.1	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1871	11320	Influenza A virus	P69296.1	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1872	11320	Influenza A virus	P26083.1	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1873	11320	Influenza A virus	AAF99666.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1874	11320	Influenza A virus	ABB51966.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1875	11320	Influenza A virus	AAR12361.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1876	11320	Influenza A virus	CAZ65591.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1877	11320	Influenza A virus	ABD77113.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1878	11320	Influenza A virus	ABJ90249.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1879	11320	Influenza A virus	Q08041.2	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1880	11320	Influenza A virus	ABP64722.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1881	11320	Influenza A virus	ABP64732.1	nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1882	11320	Influenza A virus	139098	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1883	11320	Influenza A virus	139046	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1884	11320	Influenza A virus	139031	Nucleoprotein	UniProt	P03466	Nucleoprotein				NP
1885	11320	Influenza A virus	327442249	nucleoprotein [Influenza A virus (A/duck/Vietnam/G30/2008(H11N9))]	UniProt	P03466	Nucleoprotein				NP
1886	11320	Influenza A virus	ABY70960.1	nucleoprotein [Influenza A virus (A/Ontario/1252/2007(H3N2))]	UniProt	P03466	Nucleoprotein				NP
1887	11320	Influenza A virus	22859437	nucleoprotein [Influenza A virus (A/Switzerland/9243/99 (H3N2))]	UniProt	P03466	Nucleoprotein				NP
1888	11320	Influenza A virus	ABE97781.1	nucleoprotein, partial [Influenza A virus (A/duck/Vietnam/S649/2005(H5N1))]	UniProt	P03466	Nucleoprotein				NP
1889	11320	Influenza A virus	ADG27811.1	nucleoprotein, partial [Influenza A virus (A/Habana/209/2009(H1N1))]	UniProt	P03466	Nucleoprotein				NP
1890	11320	Influenza A virus	AGR84951.1	PB1-F2 protein	UniProt	P0C0U1	Protein PB1-F2				PB1
1891	11320	Influenza A virus	AGO00371.1	PB1-F2 protein [Influenza A virus (A/Puerto Rico/8-LVD3/1934(H1N1))]	UniProt	P0C0U1	Protein PB1-F2				PB1
1892	11320	Influenza A virus	AEO91786.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1893	11320	Influenza A virus	ACX46249.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1894	11320	Influenza A virus	AEO01683.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1895	11320	Influenza A virus	ADY71222.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1896	11320	Influenza A virus	ACD12292.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1897	11320	Influenza A virus	ACV86887.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1898	11320	Influenza A virus	AEN94786.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1899	11320	Influenza A virus	AEO89234.1	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1900	11320	Influenza A virus	AEA03752.2	polymerase PA	UniProt	P03433	Polymerase acidic protein				PA
1901	11320	Influenza A virus	ALH28214.1	polymerase PA [Influenza A virus (A/Florida/38/2014(H3N2))]	UniProt	P03433	Polymerase acidic protein				PA
1902	11320	Influenza A virus	AIS23591.1	polymerase PA [Influenza A virus (A/mallard/Jiangxi/1-15/2010(H3N2))]	UniProt	P03433	Polymerase acidic protein				PA
1903	11320	Influenza A virus	AGL95097.1	polymerase PA, partial	UniProt	P03433	Polymerase acidic protein				PA
1904	11320	Influenza A virus	BAJ18115.1	polymerase basic protein 1	UniProt	P0C0U1	Protein PB1-F2				PB1
1905	11320	Influenza A virus	Q71FW6	Polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1906	11320	Influenza A virus	ACI22503.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1907	11320	Influenza A virus	AEO52532.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1908	11320	Influenza A virus	ADY71220.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1909	11320	Influenza A virus	AEO08974.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1910	11320	Influenza A virus	AEI29975.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1911	11320	Influenza A virus	AHA57080.1	polymerase PB1	UniProt	P0C0U1	Protein PB1-F2				PB1
1912	11320	Influenza A virus	ABB96382.1	polymerase PB1 [Influenza A virus (A/Memphis/1/1977(H3N2))]	UniProt	P0C0U1	Protein PB1-F2				PB1
1913	11320	Influenza A virus	AAX47533.1	polymerase PB1 [Influenza A virus (A/New York/96/2002(H3N2))]	UniProt	P0C0U1	Protein PB1-F2				PB1
1914	11320	Influenza A virus	ABE27172.1	polymerase PB1 [Influenza A virus (A/swine/Spain/54008/2004(H3N2))]	UniProt	P0C0U1	Protein PB1-F2				PB1
1915	11320	Influenza A virus	ADY71219.1	polymerase PB2	UniProt	P03428	Polymerase basic protein 2				PB2
1916	11320	Influenza A virus	AEN95119.1	polymerase PB2	UniProt	P03428	Polymerase basic protein 2				PB2
1917	11320	Influenza A virus	AEP33154.1	polymerase PB2	UniProt	P03428	Polymerase basic protein 2				PB2
1918	11320	Influenza A virus	ACD93589.1	polymerase PB2	UniProt	P03428	Polymerase basic protein 2				PB2
1919	11320	Influenza A virus	AHL96603.1	polymerase PB2 [Influenza A virus (A/Boston/YGA_01051/2012(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1920	11320	Influenza A virus	AID57819.1	polymerase PB2 [Influenza A virus (A/canine/Guangdong/04/2013(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1921	11320	Influenza A virus	ABC50353.1	polymerase PB2 [Influenza A virus (A/Canterbury/69/2002(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1922	11320	Influenza A virus	ABB19736.1	polymerase PB2 [Influenza A virus (A/mallard duck/ALB/144/1987(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1923	11320	Influenza A virus	ABI26656.1	polymerase PB2 [Influenza A virus (A/Waikato/26/2004(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1924	11320	Influenza A virus	AGR54673.1	polymerase PB2, partial [Influenza A virus (A/duck/Zhejiang/4625/2013(H3N2))]	UniProt	P03428	Polymerase basic protein 2				PB2
1925	12637	Dengue virus	P14339.1	Genome polyprotein	UniProt	P17763	Genome polyprotein				
1926	12637	Dengue virus	P14337.2	Genome polyprotein	UniProt	P17763	Genome polyprotein				
1927	12637	Dengue virus	P18356.2	Genome polyprotein	UniProt	P17763	Genome polyprotein				
1928	10407	Hepatitis B virus (hepatitis B virus (HBV))	P17391.1	Core antigen	UniProt	P0C767	External core antigen				C
1929	10407	Hepatitis B virus (hepatitis B virus (HBV))	P29178.1	Core antigen	UniProt	P0C767	External core antigen				C
1930	10407	Hepatitis B virus (hepatitis B virus (HBV))	P03154.1	External core antigen	UniProt	P0C767	External core antigen				C
1931	10407	Hepatitis B virus (hepatitis B virus (HBV))	P0C6H2.1	External core antigen	UniProt	P0C767	External core antigen				C
1932	10407	Hepatitis B virus (hepatitis B virus (HBV))	P31868.2	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1933	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q67926.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1934	10407	Hepatitis B virus (hepatitis B virus (HBV))	P31873.2	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1935	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q69606.2	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1936	10407	Hepatitis B virus (hepatitis B virus (HBV))	P87745.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1937	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q76R62.2	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1938	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q80IU6.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1939	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q91C35.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1940	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q4R1R8.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1941	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q9IBI3.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1942	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q9QBF0.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1943	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q9E6S4.1	Large envelope protein	UniProt	Q76R62	Large envelope protein				S
1944	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q67925.1	Protein P	UniProt	Q69028	Protein P				P
1945	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q69605.1	Protein P	UniProt	Q69028	Protein P				P
1946	10407	Hepatitis B virus (hepatitis B virus (HBV))	P0C690.1	Protein P	UniProt	Q69028	Protein P				P
1947	10407	Hepatitis B virus (hepatitis B virus (HBV))	P87744.1	Protein P	UniProt	Q69028	Protein P				P
1948	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q69602.1	Protein P	UniProt	Q69028	Protein P				P
1949	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q69028.2	Protein P	UniProt	Q69028	Protein P				P
1950	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q4R1R9.1	Protein P	UniProt	Q69028	Protein P				P
1951	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q9IBI4.1	Protein P	UniProt	Q69028	Protein P				P
1952	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q9PX62.1	Protein P	UniProt	Q69028	Protein P				P
1953	10407	Hepatitis B virus (hepatitis B virus (HBV))	P0C686.1	Protein X	UniProt	Q69027	Protein X				X
1954	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q67923.1	Protein X	UniProt	Q69027	Protein X				X
1955	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q99HR6.1	Protein X	UniProt	Q69027	Protein X				X
1956	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q69027.1	Protein X	UniProt	Q69027	Protein X				X
1957	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q80IU5.1	Protein X	UniProt	Q69027	Protein X				X
1958	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q81102.1	Capsid protein	UniProt	Q76R61	Capsid protein				C
1959	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q76R61.1	Capsid protein	UniProt	Q76R61	Capsid protein				C
1960	10407	Hepatitis B virus (hepatitis B virus (HBV))	P31870.1	P protein	UniProt	Q69028	Protein P				P
1961	10407	Hepatitis B virus (hepatitis B virus (HBV))	BAN75949.1	preS1/preS2/S envelope protein	UniProt	Q76R62	Large envelope protein				S
1962	10407	Hepatitis B virus (hepatitis B virus (HBV))	CCK33757.1	preS1/preS2/S protein	UniProt	Q76R62	Large envelope protein				S
1963	10407	Hepatitis B virus (hepatitis B virus (HBV))	P17398.3	Major surface antigen precursor	UniProt	Q76R62	Large envelope protein				S
1964	10407	Hepatitis B virus (hepatitis B virus (HBV))	Q02317.3	Major surface antigen precursor	UniProt	Q76R62	Large envelope protein				S
1965	11103	Hepatitis C virus	O39927.3	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1966	11103	Hepatitis C virus	Q00269.3	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1967	11103	Hepatitis C virus	266820	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1968	11103	Hepatitis C virus	Q9QAX1	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1969	11103	Hepatitis C virus	P27959.3	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1970	11103	Hepatitis C virus	P27960.3	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1971	11103	Hepatitis C virus	P27961.3	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1972	11103	Hepatitis C virus	Q913V3.1	Genome polyprotein	UniProt	P27958	Genome polyprotein				
1973	11103	Hepatitis C virus	AAZ85047.1	polyprotein	UniProt	P27958	Genome polyprotein				
1974	11103	Hepatitis C virus	BAA32665.1	polyprotein	UniProt	P27958	Genome polyprotein				
1975	11103	Hepatitis C virus	BAA32666.1	polyprotein	UniProt	P27958	Genome polyprotein				
1976	11103	Hepatitis C virus	ADF97231.1	polyprotein	UniProt	P27958	Genome polyprotein				
1977	11103	Hepatitis C virus	CAP45524.1	polyprotein	UniProt	P27958	Genome polyprotein				
1978	11103	Hepatitis C virus	ADV39999.1	polyprotein	UniProt	P27958	Genome polyprotein				
1979	11103	Hepatitis C virus	ACM69038.1	polyprotein	UniProt	P27958	Genome polyprotein				
1980	11103	Hepatitis C virus	AEB71616.2	polyprotein	UniProt	P27958	Genome polyprotein				
1981	11520	Influenza B virus	ACR15721.1	hemagglutinin	UniProt	P03460	Hemagglutinin				HA
1982	11520	Influenza B virus	P68760.1	Hemagglutinin	UniProt	P03460	Hemagglutinin				HA
1983	11520	Influenza B virus	1248250884	hemagglutinin [Influenza B virus (B/Hong Kong/CUHK22332/2003)]	UniProt	P03460	Hemagglutinin				HA
1984	11520	Influenza B virus	ATG29690.1	hemagglutinin [Influenza B virus (B/Hong Kong/CUHK4259/1997)]	UniProt	P03460	Hemagglutinin				HA
1985	11520	Influenza B virus	1248250824	hemagglutinin [Influenza B virus (B/Hong Kong/CUHK43052/2005)]	UniProt	P03460	Hemagglutinin				HA
1986	11520	Influenza B virus	CAH03832.1	matrix protein	UniProt	P03489	Matrix protein 1				M
1987	11520	Influenza B virus	P06816.1	Matrix protein 1	UniProt	P03489	Matrix protein 1				M
1988	11520	Influenza B virus	1142419281	matrix protein 1 [Influenza B virus (B/Florida/104/2016)]	UniProt	P03489	Matrix protein 1				M
1989	11520	Influenza B virus	937174063	matrix protein 1 [Influenza B virus (B/Idaho/03/2015)]	UniProt	P03489	Matrix protein 1				M
1990	11520	Influenza B virus	937173042	matrix protein 1 [Influenza B virus (B/Minnesota/12/2015)]	UniProt	P03489	Matrix protein 1				M
1991	11520	Influenza B virus	ANE29705.1	matrix protein 1 [Influenza B virus (B/Washington/06/2016)]	UniProt	P03489	Matrix protein 1				M
1992	11520	Influenza B virus	1191950243	matrix protein 1 [Influenza B virus (B/Wisconsin/19/2017)]	UniProt	P03489	Matrix protein 1				M
1993	11520	Influenza B virus	814944606	matrix protein 1, partial [Influenza B virus (B/Beijing/FL35/2013)]	UniProt	P03489	Matrix protein 1				M
1994	11520	Influenza B virus	AFN54655.1	matrix protein 1, partial [Influenza B virus (B/Managua/5024.01/2008)]	UniProt	P03489	Matrix protein 1				M
1995	11520	Influenza B virus	407767770	matrix protein 1, partial [Influenza B virus (B/Ningbo/429/2010)]	UniProt	P03489	Matrix protein 1				M
1996	11520	Influenza B virus	283137957	neuraminidase [Influenza B virus (B/Gyeongnam/3775/2008)]	UniProt	P03474	Neuraminidase				
1997	11520	Influenza B virus	ABL76379.1	neuraminidase [Influenza B virus (B/Houston/B67/2000)]	UniProt	P03474	Neuraminidase				
1998	11520	Influenza B virus	327506305	neuraminidase [Influenza B virus (B/Shimane/100/2002)]	UniProt	P03474	Neuraminidase				
1999	11520	Influenza B virus	324033764	neuraminidase, partial [Influenza B virus (B/Denmark/11/2011)]	UniProt	P03474	Neuraminidase				
2000	11520	Influenza B virus	AAU00995.1	nonstructural protein [Influenza B virus (B/Beijing/76/98)]	UniProt	P03502	Non-structural protein 1				NS
2001	11520	Influenza B virus	P12595.1	Non-structural protein 1	UniProt	P03502	Non-structural protein 1				NS
2002	11520	Influenza B virus	ATP83375.1	nonstructural protein 1 [Influenza B virus (B/Connecticut/46/2017)]	UniProt	P03502	Non-structural protein 1				NS
2003	11520	Influenza B virus	ATP83690.1	nonstructural protein 1 [Influenza B virus (B/Virginia/19/2017)]	UniProt	P03502	Non-structural protein 1				NS
2004	11520	Influenza B virus	AOT97599.1	nucleoprotein [Influenza B virus (B/Colorado/34/2016)]	UniProt	P04665	Nucleoprotein				NP
2005	11520	Influenza B virus	AOT97885.1	nucleoprotein [Influenza B virus (B/New York/42/2016)]	UniProt	P04665	Nucleoprotein				NP
2006	11520	Influenza B virus	APC24008.1	nucleoprotein [Influenza B virus (B/New York/WC-LVD-15-021/2015)]	UniProt	P04665	Nucleoprotein				NP
2007	11520	Influenza B virus	AOT97555.1	nucleoprotein [Influenza B virus (B/Pennsylvania/46/2016)]	UniProt	P04665	Nucleoprotein				NP
2008	11520	Influenza B virus	225676901	nucleoprotein [Influenza B virus (B/Taiwan/45/2007)]	UniProt	P04665	Nucleoprotein				NP
2009	11520	Influenza B virus	AOT96928.1	nucleoprotein [Influenza B virus (B/Washington/80/2016)]	UniProt	P04665	Nucleoprotein				NP
2010	11520	Influenza B virus	AGX16455.1	polymerase PB2 [Influenza B virus (B/Brisbane/40/2008)]	UniProt	Q9QLL6	Polymerase basic protein 2				PB2
2011	11520	Influenza B virus	AML42321.1	polymerase PB2 [Influenza B virus (B/Singapore/Tt716/2013)]	UniProt	Q9QLL6	Polymerase basic protein 2				PB2
2012	11520	Influenza B virus	6647764	RNA-directed RNA polymerase catalytic subunit	UniProt	P07832	RNA-directed RNA polymerase catalytic subunit				PB1
2013	11520	Influenza B virus	APC59870.1	polymerase PB1 [Influenza B virus (B/Iowa/25/2016)]	UniProt	P07832	RNA-directed RNA polymerase catalytic subunit				PB1
2014	11520	Influenza B virus	ARQ85408.1	polymerase PB1 [Influenza B virus (B/Louisiana/06/2017)]	UniProt	P07832	RNA-directed RNA polymerase catalytic subunit				PB1
2015	11520	Influenza B virus	224021562	polymerase PB1 [Influenza B virus (B/Mississippi/UR06-0477/2007)]	UniProt	P07832	RNA-directed RNA polymerase catalytic subunit				PB1
2016	11520	Influenza B virus	AGZ59995.1	polymerase PA [Influenza B virus (B/Auckland/158/2008)]	UniProt	Q9QLI9	Polymerase acidic protein				PA
2017	11520	Influenza B virus	ARS00018.1	polymerase PA [Influenza B virus (B/Ohio/10/2017)]	UniProt	Q9QLI9	Polymerase acidic protein				PA
2018	11520	Influenza B virus	ARR99634.1	polymerase PA [Influenza B virus (B/Vermont/04/2017)]	UniProt	Q9QLI9	Polymerase acidic protein				PA
2019	1773	Mycobacterium tuberculosis	AGE68882.1	1-deoxy-D-xylulose 5-phosphate reductoisomerase dxr	UniProt	P9WNS1	1-deoxy-D-xylulose 5-phosphate reductoisomerase				dxr
2020	1773	Mycobacterium tuberculosis	AGE69015.1	3-isopropylmalate dehydrogenase	UniProt	P9WKK9	3-isopropylmalate dehydrogenase				leuB
2021	1773	Mycobacterium tuberculosis	EFD18826.1	3-isopropylmalate dehydrogenase leuB	UniProt	P9WKK9	3-isopropylmalate dehydrogenase				leuB
2022	1773	Mycobacterium tuberculosis	YP_005362396.1	6 KDA early secretory antigenic target	UniProt	P9WNK7	6 kDa early secretory antigenic target				esxA
2023	1773	Mycobacterium tuberculosis	EFD43364.1	ABC transporter ATP-binding protein	UniProt	O65934	ABC transporter ATP-binding/permease protein Rv1747				Rv1747
2024	1773	Mycobacterium tuberculosis	YP_005924081.1	acyl-CoA synthetase	UniProt	P9WQD1	Acetyl-coenzyme A synthetase				acsA
2025	1773	Mycobacterium tuberculosis	AET19874.1	Adenine phosphoribosyltransferase	UniProt	P9WQ07	Adenine phosphoribosyltransferase				apt
2026	1773	Mycobacterium tuberculosis	AHM07966.1	Adenylate cyclase	UniProt	P9WQ35	Adenylate cyclase				cya
2027	1773	Mycobacterium tuberculosis	KBG49795.1	alkylhydroperoxidase AhpD family core domain-containing protein	UniProt	P9WQB5	Alkyl hydroperoxide reductase AhpD				ahpD
2028	1773	Mycobacterium tuberculosis	ZP_06431461.1	aspartate aminotransferase aspC	UniProt	P9WIT7	Aspartate carbamoyltransferase				pyrB
2029	1773	Mycobacterium tuberculosis	AHM09489.1	Aspartate-semialdehyde dehydrogenase	UniProt	P9WNX5	Aspartate-semialdehyde dehydrogenase				asd
2030	1773	Mycobacterium tuberculosis	AGE67379.1	beta-lactamase	UniProt	P9WKD3	Beta-lactamase				blaC
2031	1773	Mycobacterium tuberculosis	AGE67583.1	biotin synthetase bioB	UniProt	P9WPQ7	Biotin synthase				bioB
2032	1773	Mycobacterium tuberculosis	KAN93589.1	branched-chain-amino-acid aminotransferase IlvE	UniProt	P9WQ75	Branched-chain-amino-acid aminotransferas				ilvE
2033	1773	Mycobacterium tuberculosis	EFD41402.1	cation transporter P-type ATPase ctpJ	UniProt	P9WPT9	Cation-transporting P-type ATPase B				ctpB
2034	1773	Mycobacterium tuberculosis	EFD44075.1	chaperone dnaJ2	UniProt	P9WNV7	Chaperone protein DnaJ				dnaJ2
2035	1773	Mycobacterium tuberculosis	EFD44636.1 	chromosome partition protein smc	UniProt	P9WGF3	Chromosome partition protein Smc				smc
2036	1773	Mycobacterium tuberculosis	EFD41843.1	cobyric acid synthase cobQ1	UniProt	P9WP95	Cobyric acid synthase				cobQ
2037	1773	Mycobacterium tuberculosis	ZP_03538104.1	D-3-phosphoglycerate dehydrogenase	UniProt	P9WNX3	D-3-phosphoglycerate dehydrogenase				serA
2038	1773	Mycobacterium tuberculosis	EFD48597.1	D-3-phosphoglycerate dehydrogenase serA1	UniProt	EFD48597.1	D-3-phosphoglycerate dehydrogenase serA1				
2039	1773	Mycobacterium tuberculosis	EFD15689.1	DNA gyrase subunit B gyrB	UniProt	P9WG45	DNA gyrase subunit 				gyrB
2040	1773	Mycobacterium tuberculosis	EFD42281.1	DNA-directed RNA polymerase subunit beta rpoB	UniProt	P9WGY9	DNA-directed RNA polymerase subunit beta				rpoB
2041	1773	Mycobacterium tuberculosis	EFD43630.1	epoxide hydrolase ephB	UniProt	I6YC03	Epoxide hydrolase B				ephB
2042	1773	Mycobacterium tuberculosis	ZP_03532868.1	Esat-6 like protein esxL (Esat-6 like protein 4)	UniProt	P9WNJ5	ESAT-6-like protein EsxL				esxL
2043	1773	Mycobacterium tuberculosis	EFD54844.1	esat-6 like protein esxR	UniProt	P9WNI9	ESAT-6-like protein EsxR				esxR
2044	1773	Mycobacterium tuberculosis	ZP_06515663.1	esterase LipC	UniProt	P96402	Esterase LipC				lipC
2045	1773	Mycobacterium tuberculosis	EFD41957.1	fructose-bisphosphate aldolase fba	UniProt	P9WQA3	Fructose-bisphosphate aldolase				fba
2046	1773	Mycobacterium tuberculosis	EFD42231.1	galactokinase galK	UniProt	P9WN63	Galactokinase				galK
2047	1773	Mycobacterium tuberculosis	AGE68360.1	GTP-binding protein Era	UniProt	P9WNK9	GTPase Era				era
2048	1773	Mycobacterium tuberculosis	EFD45078.1	homoserine O-acetyltransferase metA	UniProt	P9WJY9	Homoserine O-acetyltransferase				metXA
2049	1773	Mycobacterium tuberculosis	EFD43287.1	indole-3-glycerol phosphate synthase trpC	UniProt	P9WFX7	Indole-3-glycerol phosphate synthase				trpC
2050	1773	Mycobacterium tuberculosis	ZP_03432777.1	malate synthase G	UniProt	P9WK17	Malate synthase G				glcB
2051	1773	Mycobacterium tuberculosis	AHM07588.1	Malate synthase G	UniProt	P9WK17	Malate synthase G				glcB
2052	1773	Mycobacterium tuberculosis	EFD41760.1	MCE-family protein mce1C	UniProt	O07415	Mce-family protein Mce1C				mce1C
2053	1773	Mycobacterium tuberculosis	323717160	MCE-family protein mce1C [Mycobacterium tuberculosis CDC1551A]	UniProt	O07415	Mce-family protein Mce1C				mce1C
2054	1773	Mycobacterium tuberculosis	EFD42199.1	MCE-family protein mce2B	UniProt	O07788	Mce-family protein Mce2B				mce2B
2055	1773	Mycobacterium tuberculosis	EFD42256.1	methoxy mycolic acid synthase 3 mmaA3	UniProt	P0CH91	Methoxy mycolic acid synthase MmaA3				mmaA3
2056	1773	Mycobacterium tuberculosis	EFD42032.1	molybdopterin biosynthesis protein moeA2	UniProt	P9WJR1	Molybdopterin synthase catalytic subunit 2				moaE2
2057	1773	Mycobacterium tuberculosis	AHM07471.1	Nitrate/nitrite transporter [Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743]	UniProt	P95224	Nitrate/nitrite transporter				narU
2058	1773	Mycobacterium tuberculosis	AHM07898.1	Phospho-N-acetylmuramoyl-pentapeptide-transferase	UniProt	P9WMW7	Phospho-N-acetylmuramoyl-pentapeptide-transferase				mraY
2059	1773	Mycobacterium tuberculosis	KAM81677.1	PPE family protein PPE68	UniProt	P9WHW9	PPE family immunomodulator PPE68				PPE68
2060	1773	Mycobacterium tuberculosis	KBU91252.1	PPE family protein PPE15	UniProt	P9WI31	PPE family protein PPE15				PPE15
2061	1773	Mycobacterium tuberculosis	KEC27666.1	PPE family protein PPE18, partial	UniProt	L7N675	PPE family protein PPE18				PPE18
2062	1773	Mycobacterium tuberculosis	KBQ14363.1	PPE family protein PPE55	UniProt	Q6MWX9	PPE family protein PPE55				PPE55
2063	1773	Mycobacterium tuberculosis	ZP_05764311.1	putative L-lactate dehydrogenase	UniProt	P9WND5	Putative L-lactate dehydrogenase				lldD
2064	1773	Mycobacterium tuberculosis	AFE13538.1	serine acetyltransferase CysE	UniProt	P95231	Serine acetyltransferase				cysE
